item,lang,exp,AttachType,gender,N1_changed,N2_changed,N1,N2,mask_sents,auto_sents,target,sent,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt_prob
12,Spanish,5,high,f,1,0,a la ayudante,del doctor,Esta tarde he visto a la ayudante del doctor que había sido MASKTOKEN el año pasado.,Esta tarde he visto a la ayudante del doctor que había sido,$ES_Adj_f,Esta tarde he visto a la ayudante del doctor que había sido,0.2484171341151331,0.007757204553977992,0.006946655233158294,0.12831478719149025,0.08439716196767488
13,Spanish,5,ambi,m,0,1,el abuelo,del chico,Los chicos se reían con el abuelo del chico que estaba MASKTOKEN con un traje nuevo.,Los chicos se reían con el abuelo del chico que estaba,$ES_Adj_m,Los chicos se reían con el abuelo del chico que estaba,0.09759774465574367,0.012034376002223457,0.014001468489324154,0.1318560834084772,0.1285475749487014
13,Spanish,5,low,m,0,1,la abuela,del chico,Los chicos se reían con la abuela del chico que estaba MASKTOKEN con un traje nuevo.,Los chicos se reían con la abuela del chico que estaba,$ES_Adj_m,Los chicos se reían con la abuela del chico que estaba,0.0467961801457073,0.010686174459715536,0.01390910450500793,0.05062266962843143,0.07047604274201325
13,Spanish,5,high,m,0,1,el abuelo,de la chica,Los chicos se reían con el abuelo de la chica que estaba MASKTOKEN con un traje nuevo.,Los chicos se reían con el abuelo de la chica que estaba,$ES_Adj_m,Los chicos se reían con el abuelo de la chica que estaba,0.0372925612922157,0.007743148191256821,0.010939829250578459,0.059060715904979244,0.04797323575468193
13,Spanish,5,ambi,f,0,1,la abuela,de la chica,Los chicos se reían con la abuela de la chica que estaba MASKTOKEN con un traje nuevo.,Los chicos se reían con la abuela de la chica que estaba,$ES_Adj_f,Los chicos se reían con la abuela de la chica que estaba,0.13517833917684596,0.003389606062058681,0.002395074779018236,0.17463802817236385,0.10853395957648126
13,Spanish,5,low,f,0,1,el abuelo,de la chica,Los chicos se reían con el abuelo de la chica que estaba MASKTOKEN con un traje nuevo.,Los chicos se reían con el abuelo de la chica que estaba,$ES_Adj_f,Los chicos se reían con el abuelo de la chica que estaba,0.05988486967948936,0.0038015694785809573,0.0027933419126940917,0.05266134013994317,0.06162581551830615
13,Spanish,5,high,f,0,1,la abuela,del chico,Los chicos se reían con la abuela del chico que estaba MASKTOKEN con un traje nuevo.,Los chicos se reían con la abuela del chico que estaba,$ES_Adj_f,Los chicos se reían con la abuela del chico que estaba,0.06204693805628381,0.003697890300691564,0.004014876245923393,0.07049218169442328,0.04570050185013619
13,Spanish,5,ambi,m,0,0,al secretario,del gerente,El cartero se acercó al secretario del gerente que estaba MASKTOKEN.,El cartero se acercó al secretario del gerente que estaba,$ES_Adj_m,El cartero se acercó al secretario del gerente que estaba,0.11320387447400071,0.00906129498968386,0.019925572156155646,0.11894611529691712,0.10609188750495258
13,Spanish,5,low,m,0,0,a la secretaria,del gerente,El cartero se acercó a la secretaria del gerente que estaba MASKTOKEN.,El cartero se acercó a la secretaria del gerente que estaba,$ES_Adj_m,El cartero se acercó a la secretaria del gerente que estaba,0.050310886116765596,0.008229524846508518,0.016144445429263632,0.057015906245794445,0.058936485229995395
13,Spanish,5,high,m,0,0,al secretario,de la gerente,El cartero se acercó al secretario de la gerente que estaba MASKTOKEN.,El cartero se acercó al secretario de la gerente que estaba,$ES_Adj_m,El cartero se acercó al secretario de la gerente que estaba,0.09630551366712581,0.005198843120920282,0.021174362285429682,0.07742273251889997,0.08864881345320041
13,Spanish,5,ambi,f,0,0,a la secretaria,de la gerente,El cartero se acercó a la secretaria de la gerente que estaba MASKTOKEN.,El cartero se acercó a la secretaria de la gerente que estaba,$ES_Adj_f,El cartero se acercó a la secretaria de la gerente que estaba,0.11506813802142091,0.0021426219409272917,0.0020040544267012073,0.0779081211474475,0.06223456017639073
13,Spanish,5,low,f,0,0,al secretario,de la gerente,El cartero se acercó al secretario de la gerente que estaba MASKTOKEN.,El cartero se acercó al secretario de la gerente que estaba,$ES_Adj_f,El cartero se acercó al secretario de la gerente que estaba,0.010397416240298218,0.001951485457399732,0.0017275241370178496,0.017756067597196057,0.007975804680183829
13,Spanish,5,high,f,0,0,a la secretaria,del gerente,El cartero se acercó a la secretaria del gerente que estaba MASKTOKEN.,El cartero se acercó a la secretaria del gerente que estaba,$ES_Adj_f,El cartero se acercó a la secretaria del gerente que estaba,0.04555110019069897,0.004530588423681037,0.006399626483201415,0.015263029121978189,0.024085219677272507
15,Spanish,5,ambi,m,0,0,del nieto,del campesino,El turista hizo un dibujo del nieto del campesino que estaba MASKTOKEN.,El turista hizo un dibujo del nieto del campesino que estaba,$ES_Adj_m,El turista hizo un dibujo del nieto del campesino que estaba,0.13624474128049213,0.021912477962517884,0.03490905453160298,0.17971724610373174,0.1594500843775899
15,Spanish,5,low,m,0,0,de la nieta,del campesino,El turista hizo un dibujo de la nieta del campesino que estaba MASKTOKEN.,El turista hizo un dibujo de la nieta del campesino que estaba,$ES_Adj_m,El turista hizo un dibujo de la nieta del campesino que estaba,0.08778101559726403,0.006819311065827893,0.00803953593883211,0.08194157808279634,0.10284067457976476
15,Spanish,5,high,m,0,0,del nieto,de la campesina,El turista hizo un dibujo del nieto de la campesina que estaba MASKTOKEN.,El turista hizo un dibujo del nieto de la campesina que estaba,$ES_Adj_m,El turista hizo un dibujo del nieto de la campesina que estaba,0.11650387734537082,0.005709215436155768,0.01158212855636176,0.11046646046100372,0.09290814656234714
15,Spanish,5,ambi,f,0,0,de la nieta,de la campesina,El turista hizo un dibujo de la nieta de la campesina que estaba MASKTOKEN.,El turista hizo un dibujo de la nieta de la campesina que estaba,$ES_Adj_f,El turista hizo un dibujo de la nieta de la campesina que estaba,0.2021068612344621,0.00180626749887354,0.001657744321187704,0.11518734682325871,0.13943672348243208
15,Spanish,5,low,f,0,0,del nieto,de la campesina,El turista hizo un dibujo del nieto de la campesina que estaba MASKTOKEN.,El turista hizo un dibujo del nieto de la campesina que estaba,$ES_Adj_f,El turista hizo un dibujo del nieto de la campesina que estaba,0.03235312901553933,0.0019095889580673375,0.003089769339407966,0.0349208362055724,0.047845291334694284
15,Spanish,5,high,f,0,0,de la nieta,del campesino,El turista hizo un dibujo de la nieta del campesino que estaba MASKTOKEN.,El turista hizo un dibujo de la nieta del campesino que estaba,$ES_Adj_f,El turista hizo un dibujo de la nieta del campesino que estaba,0.07015492627482478,0.001607930795973142,0.0020881098803808285,0.04805974001993585,0.05518335558336607
16,Spanish,5,ambi,m,0,0,el visitante,del paciente,La enfermera tropezó con el visitante del paciente que estaba MASKTOKEN.,La enfermera tropezó con el visitante del paciente que estaba,$ES_Adj_m,La enfermera tropezó con el visitante del paciente que estaba,0.13950472266525826,0.009112106240393714,0.009075319375368651,0.07663698634334948,0.12008833478668424
16,Spanish,5,low,m,0,0,la visitante,del paciente,La enfermera tropezó con la visitante del paciente que estaba MASKTOKEN.,La enfermera tropezó con la visitante del paciente que estaba,$ES_Adj_m,La enfermera tropezó con la visitante del paciente que estaba,0.0701728550563353,0.00910954466959063,0.011725266790000521,0.044377563523073385,0.08801965031854231
16,Spanish,5,high,m,0,0,el visitante,de la paciente,La enfermera tropezó con el visitante de la paciente que estaba MASKTOKEN.,La enfermera tropezó con el visitante de la paciente que estaba,$ES_Adj_m,La enfermera tropezó con el visitante de la paciente que estaba,0.065099129748596,0.00646311591929305,0.006497643146067156,0.02969807234130445,0.05331796131473859
16,Spanish,5,ambi,f,0,0,la visitante,de la paciente,La enfermera tropezó con la visitante de la paciente que estaba MASKTOKEN.,La enfermera tropezó con la visitante de la paciente que estaba,$ES_Adj_f,La enfermera tropezó con la visitante de la paciente que estaba,0.15033132808747185,0.0018815875055568365,0.002284158339250275,0.14794488466678124,0.10490531234611744
16,Spanish,5,low,f,0,0,el visitante,de la paciente,La enfermera tropezó con el visitante de la paciente que estaba MASKTOKEN.,La enfermera tropezó con el visitante de la paciente que estaba,$ES_Adj_f,La enfermera tropezó con el visitante de la paciente que estaba,0.08604371368790326,0.0018812644132099043,0.0018580756269507281,0.13062422923628136,0.09136880838482919
16,Spanish,5,high,f,0,0,la visitante,del paciente,La enfermera tropezó con la visitante del paciente que estaba MASKTOKEN.,La enfermera tropezó con la visitante del paciente que estaba,$ES_Adj_f,La enfermera tropezó con la visitante del paciente que estaba,0.09563279211342152,0.003573333074200158,0.003100922219047786,0.05741438593158821,0.03939895675595928
17,Spanish,5,ambi,m,0,1,al hijo,del inmigrante,El alguacil encerró al hijo del inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró al hijo del inmigrante que estaba,$ES_Adj_m,El alguacil encerró al hijo del inmigrante que estaba,0.13059547677876293,0.010304881766861007,0.011640868174016439,0.1968690546213312,0.1663404817813472
17,Spanish,5,low,m,0,1,a la hija,del inmigrante,El alguacil encerró a la hija del inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró a la hija del inmigrante que estaba,$ES_Adj_m,El alguacil encerró a la hija del inmigrante que estaba,0.06534088990039771,0.014482477969593566,0.01215526957907298,0.07275824972554445,0.07431844524632758
17,Spanish,5,high,m,0,1,al hijo,de la inmigrante,El alguacil encerró al hijo de la inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró al hijo de la inmigrante que estaba,$ES_Adj_m,El alguacil encerró al hijo de la inmigrante que estaba,0.052304170900589364,0.006686514329006132,0.007926259001407365,0.11443579414886329,0.09289191027914434
17,Spanish,5,ambi,f,0,1,a la hija,de la inmigrante,El alguacil encerró a la hija de la inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró a la hija de la inmigrante que estaba,$ES_Adj_f,El alguacil encerró a la hija de la inmigrante que estaba,0.1142510837228059,0.002759813458285354,0.0019079151522924942,0.14793510079921113,0.10669447515417296
17,Spanish,5,low,f,0,1,al hijo,de la inmigrante,El alguacil encerró al hijo de la inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró al hijo de la inmigrante que estaba,$ES_Adj_f,El alguacil encerró al hijo de la inmigrante que estaba,0.031962780084953235,0.0017129978220657982,0.002060516189442696,0.047845743801999574,0.04418020743429096
17,Spanish,5,high,f,0,1,a la hija,del inmigrante,El alguacil encerró a la hija del inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró a la hija del inmigrante que estaba,$ES_Adj_f,El alguacil encerró a la hija del inmigrante que estaba,0.05700213449969227,0.005067830164033227,0.007721050757872883,0.09306947012345601,0.07936323800569722
18,Spanish,5,ambi,m,0,1,al hermano,del propietario,Los rumores acusaban al hermano del propietario que estaba MASKTOKEN.,Los rumores acusaban al hermano del propietario que estaba,$ES_Adj_m,Los rumores acusaban al hermano del propietario que estaba,0.19782340394816034,0.008181327947159783,0.016762209511983817,0.2477548215765193,0.2712513102339338
18,Spanish,5,low,m,0,1,a la hermana,del propietario,Los rumores acusaban a la hermana del propietario que estaba MASKTOKEN.,Los rumores acusaban a la hermana del propietario que estaba,$ES_Adj_m,Los rumores acusaban a la hermana del propietario que estaba,0.05712482666998975,0.02536131632688715,0.018329252423421094,0.07249207851693651,0.058472354086386624
18,Spanish,5,high,m,0,1,al hermano,de la propietaria,Los rumores acusaban al hermano de la propietaria que estaba MASKTOKEN.,Los rumores acusaban al hermano de la propietaria que estaba,$ES_Adj_m,Los rumores acusaban al hermano de la propietaria que estaba,0.08576285784832072,0.0067175195329919335,0.0062537171494732036,0.17496400263704892,0.16198402637518483
18,Spanish,5,ambi,f,0,1,a la hermana,de la propietaria,Los rumores acusaban a la hermana de la propietaria que estaba MASKTOKEN.,Los rumores acusaban a la hermana de la propietaria que estaba,$ES_Adj_f,Los rumores acusaban a la hermana de la propietaria que estaba,0.16112040864751087,0.0046347098687627986,0.002083842429197069,0.1851553827564114,0.20189553850131237
18,Spanish,5,low,f,0,1,al hermano,de la propietaria,Los rumores acusaban al hermano de la propietaria que estaba MASKTOKEN.,Los rumores acusaban al hermano de la propietaria que estaba,$ES_Adj_f,Los rumores acusaban al hermano de la propietaria que estaba,0.02541433845546126,0.0032355558532602413,0.002656695578668433,0.04077890634974812,0.04489186747086238
18,Spanish,5,high,f,0,1,a la hermana,del propietario,Los rumores acusaban a la hermana del propietario que estaba MASKTOKEN.,Los rumores acusaban a la hermana del propietario que estaba,$ES_Adj_f,Los rumores acusaban a la hermana del propietario que estaba,0.09769320028612372,0.009943620254107222,0.011100213935767989,0.13136757424971002,0.15685320131727654
19,Spanish,5,ambi,m,0,0,al amigo,del estudiante,El detective hizo una foto al amigo del estudiante que estaba MASKTOKEN.,El detective hizo una foto al amigo del estudiante que estaba,$ES_Adj_m,El detective hizo una foto al amigo del estudiante que estaba,0.12158530609225171,0.00839452411399716,0.013842628615623354,0.1020599718392502,0.11193918062366492
19,Spanish,5,low,m,0,0,a la amiga,del estudiante,El detective hizo una foto a la amiga del estudiante que estaba MASKTOKEN.,El detective hizo una foto a la amiga del estudiante que estaba,$ES_Adj_m,El detective hizo una foto a la amiga del estudiante que estaba,0.04500775920857203,0.0188466101659166,0.01790259660966753,0.03339135159948395,0.049468858852311004
19,Spanish,5,high,m,0,0,al amigo,de la estudiante,El detective hizo una foto al amigo de la estudiante que estaba MASKTOKEN.,El detective hizo una foto al amigo de la estudiante que estaba,$ES_Adj_m,El detective hizo una foto al amigo de la estudiante que estaba,0.08009540429349249,0.005542914697804324,0.006406683437059746,0.045110983870822685,0.05648310787163302
19,Spanish,5,ambi,f,0,0,a la amiga,de la estudiante,El detective hizo una foto a la amiga de la estudiante que estaba MASKTOKEN.,El detective hizo una foto a la amiga de la estudiante que estaba,$ES_Adj_f,El detective hizo una foto a la amiga de la estudiante que estaba,0.12099787018856323,0.002524062573785346,0.002786363806381642,0.16714858790601417,0.10799087715879896
19,Spanish,5,low,f,0,0,al amigo,de la estudiante,El detective hizo una foto al amigo de la estudiante que estaba MASKTOKEN.,El detective hizo una foto al amigo de la estudiante que estaba,$ES_Adj_f,El detective hizo una foto al amigo de la estudiante que estaba,0.03685848875569353,0.0026123811483850234,0.0026112743382274983,0.09398901168556884,0.06917817892182265
19,Spanish,5,high,f,0,0,a la amiga,del estudiante,El detective hizo una foto a la amiga del estudiante que estaba MASKTOKEN.,El detective hizo una foto a la amiga del estudiante que estaba,$ES_Adj_f,El detective hizo una foto a la amiga del estudiante que estaba,0.07792629612421298,0.006673866748502205,0.0088653483586838,0.12926207939144563,0.0908266122942587
20,Spanish,5,ambi,m,0,0,al hermano,del ministro,María saludó al hermano del ministro que estaba MASKTOKEN de volver a su pueblo.,María saludó al hermano del ministro que estaba,$ES_Adj_m,María saludó al hermano del ministro que estaba,0.18494672981384142,0.009189356589146103,0.011971794335259689,0.1735819385710795,0.19015329872347242
20,Spanish,5,low,m,0,0,a la hermana,del ministro,María saludó a la hermana del ministro que estaba MASKTOKEN de volver a su pueblo.,María saludó a la hermana del ministro que estaba,$ES_Adj_m,María saludó a la hermana del ministro que estaba,0.07774175455686672,0.009553706973021547,0.012864484955406652,0.05574697320565036,0.0518578251026669
20,Spanish,5,high,m,0,0,al hermano,de la ministra,María saludó al hermano de la ministra que estaba MASKTOKEN de volver a su pueblo.,María saludó al hermano de la ministra que estaba,$ES_Adj_m,María saludó al hermano de la ministra que estaba,0.0885281313099111,0.00783749689002336,0.008878917550312358,0.11475753009539935,0.19810728625929164
20,Spanish,5,ambi,f,0,0,a la hermana,de la ministra,María saludó a la hermana de la ministra que estaba MASKTOKEN de volver a su pueblo.,María saludó a la hermana de la ministra que estaba,$ES_Adj_f,María saludó a la hermana de la ministra que estaba,0.15360616638123314,0.0026561610213044484,0.0020634680587527376,0.1544783634784448,0.1367046781721153
20,Spanish,5,low,f,0,0,al hermano,de la ministra,María saludó al hermano de la ministra que estaba MASKTOKEN de volver a su pueblo.,María saludó al hermano de la ministra que estaba,$ES_Adj_f,María saludó al hermano de la ministra que estaba,0.041176684416085685,0.0023939431518070764,0.002750275457119533,0.023806241866459743,0.0279904837006133
20,Spanish,5,high,f,0,0,a la hermana,del ministro,María saludó a la hermana del ministro que estaba MASKTOKEN de volver a su pueblo.,María saludó a la hermana del ministro que estaba,$ES_Adj_f,María saludó a la hermana del ministro que estaba,0.06637280179950533,0.002164961146577382,0.00436352068465351,0.07687066342804649,0.08385228841838877
21,Spanish,5,ambi,m,0,1,el amigo,del jefe,Ayer me encontré con el amigo del jefe que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con el amigo del jefe que fue,$ES_Adj_m,Ayer me encontré con el amigo del jefe que fue,0.1500682969038616,0.028125654563951386,0.03229326969966262,0.1360235420247662,0.14119235808274233
21,Spanish,5,low,m,0,1,la amiga,del jefe,Ayer me encontré con la amiga del jefe que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con la amiga del jefe que fue,$ES_Adj_m,Ayer me encontré con la amiga del jefe que fue,0.06373557927245699,0.02300980535537217,0.03261523021027679,0.03359608993769392,0.051560879239572976
21,Spanish,5,high,m,0,1,el amigo,de la jefa,Ayer me encontré con el amigo de la jefa que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con el amigo de la jefa que fue,$ES_Adj_m,Ayer me encontré con el amigo de la jefa que fue,0.09011204857244692,0.006926798828276279,0.008495641586055105,0.09450973802339036,0.05566886036226637
21,Spanish,5,ambi,f,0,1,la amiga,de la jefa,Ayer me encontré con la amiga de la jefa que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con la amiga de la jefa que fue,$ES_Adj_f,Ayer me encontré con la amiga de la jefa que fue,0.16978168579073127,0.002224123922969931,0.0032418164507224193,0.1316511436555885,0.11118615361812267
21,Spanish,5,low,f,0,1,el amigo,de la jefa,Ayer me encontré con el amigo de la jefa que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con el amigo de la jefa que fue,$ES_Adj_f,Ayer me encontré con el amigo de la jefa que fue,0.024481211235510614,0.0017762248481865278,0.0030359446740590573,0.020803351565625405,0.03578071342581168
21,Spanish,5,high,f,0,1,la amiga,del jefe,Ayer me encontré con la amiga del jefe que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con la amiga del jefe que fue,$ES_Adj_f,Ayer me encontré con la amiga del jefe que fue,0.06902386713781183,0.013340904534539344,0.01124809471438995,0.06832077878205212,0.05687748311244789
22,Spanish,5,ambi,m,0,1,al secretario,del gerente,El periodista entrevistó al secretario del gerente que estaba MASKTOKEN.,El periodista entrevistó al secretario del gerente que estaba,$ES_Adj_m,El periodista entrevistó al secretario del gerente que estaba,0.1478168650868592,0.0094940420380564,0.018581312354176704,0.12087589166766,0.14025433192682746
22,Spanish,5,low,m,0,1,a la secretaria,del gerente,El periodista entrevistó a la secretaria del gerente que estaba MASKTOKEN.,El periodista entrevistó a la secretaria del gerente que estaba,$ES_Adj_m,El periodista entrevistó a la secretaria del gerente que estaba,0.049713070145177785,0.009476697830341607,0.01774992355843752,0.046741823253412806,0.041857488493855066
22,Spanish,5,high,m,0,1,al secretario,de la gerente,El periodista entrevistó al secretario de la gerente que estaba MASKTOKEN.,El periodista entrevistó al secretario de la gerente que estaba,$ES_Adj_m,El periodista entrevistó al secretario de la gerente que estaba,0.11835041017802173,0.007257347340096421,0.01208507525289726,0.10849362460847911,0.11628618921699108
22,Spanish,5,ambi,f,0,1,a la secretaria,de la gerente,El periodista entrevistó a la secretaria de la gerente que estaba MASKTOKEN.,El periodista entrevistó a la secretaria de la gerente que estaba,$ES_Adj_f,El periodista entrevistó a la secretaria de la gerente que estaba,0.14471088869162863,0.0027211160401300893,0.001615448192633262,0.08027084856689282,0.08318487671626107
22,Spanish,5,low,f,0,1,al secretario,de la gerente,El periodista entrevistó al secretario de la gerente que estaba MASKTOKEN.,El periodista entrevistó al secretario de la gerente que estaba,$ES_Adj_f,El periodista entrevistó al secretario de la gerente que estaba,0.011791847904776276,0.0025866852962995734,0.0013819841434952185,0.010199135781227386,0.009575843567451336
22,Spanish,5,high,f,0,1,a la secretaria,del gerente,El periodista entrevistó a la secretaria del gerente que estaba MASKTOKEN.,El periodista entrevistó a la secretaria del gerente que estaba,$ES_Adj_f,El periodista entrevistó a la secretaria del gerente que estaba,0.06950751883064132,0.005921735833840036,0.008374460874499612,0.02749294241473077,0.06404904378909548
23,Spanish,5,ambi,m,0,0,el hermano,del chico,Pedro se divertía con el hermano del chico que estaba MASKTOKEN.,Pedro se divertía con el hermano del chico que estaba,$ES_Adj_m,Pedro se divertía con el hermano del chico que estaba,0.14905252129067903,0.006949085051892845,0.023206934126662082,0.16479171969997752,0.1488465905171933
23,Spanish,5,low,m,0,0,a la hermana,del chico,Pedro se divertía con a la hermana del chico que estaba MASKTOKEN.,Pedro se divertía con a la hermana del chico que estaba,$ES_Adj_m,Pedro se divertía con a la hermana del chico que estaba,0.06291101266786792,0.013092129833834565,0.016473151434102995,0.040149073062698826,0.05331818608684519
23,Spanish,5,high,m,0,0,el hermano,de la chica,Pedro se divertía con el hermano de la chica que estaba MASKTOKEN.,Pedro se divertía con el hermano de la chica que estaba,$ES_Adj_m,Pedro se divertía con el hermano de la chica que estaba,0.08947845073460381,0.006350524115012801,0.009594524809241278,0.0783785774242679,0.10732059025196716
23,Spanish,5,ambi,f,0,0,a la hermana,de la chica,Pedro se divertía con a la hermana de la chica que estaba MASKTOKEN.,Pedro se divertía con a la hermana de la chica que estaba,$ES_Adj_f,Pedro se divertía con a la hermana de la chica que estaba,0.18945632445205796,0.005286697409328189,0.0028588535122486547,0.1951281464108856,0.11722332040518113
23,Spanish,5,low,f,0,0,el hermano,de la chica,Pedro se divertía con el hermano de la chica que estaba MASKTOKEN.,Pedro se divertía con el hermano de la chica que estaba,$ES_Adj_f,Pedro se divertía con el hermano de la chica que estaba,0.04671163194544925,0.00492151765636023,0.0033035175256592164,0.046805434679223046,0.03933484992061087
23,Spanish,5,high,f,0,0,a la hermana,del chico,Pedro se divertía con a la hermana del chico que estaba MASKTOKEN.,Pedro se divertía con a la hermana del chico que estaba,$ES_Adj_f,Pedro se divertía con a la hermana del chico que estaba,0.10884743184031165,0.004885954406033177,0.005975749264510652,0.12811356390239537,0.08381981225369506
24,Spanish,5,ambi,m,0,1,al ayudante,del diputado,La explosión alcanzó al ayudante del diputado que fue ascendido por sus MASKTOKEN.,La explosión alcanzó al ayudante del diputado que fue ascendido por sus,$ES_Adj_m,La explosión alcanzó al ayudante del diputado que fue ascendido por sus,0.0005733222770592517,0.004575576865049058,0.006836751112680672,0.00021607416219549674,0.000466866364033397
24,Spanish,5,low,m,0,1,a la ayudante,del diputado,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus MASKTOKEN.,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus,$ES_Adj_m,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus,0.0005676958653954567,0.003961579452459674,0.004296766744880276,0.00021861279547651102,0.0003982539510582195
24,Spanish,5,high,m,0,1,al ayudante,de la diputada,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus MASKTOKEN.,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus,$ES_Adj_m,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus,0.0005866901563891525,0.006107297049305793,0.0078006187890130585,0.0002338881181609409,0.0005138352588993644
24,Spanish,5,ambi,f,0,1,a la ayudante,de la diputada,La explosión alcanzó a la ayudante de la diputada que fue ascendido por sus MASKTOKEN.,La explosión alcanzó a la ayudante de la diputada que fue ascendido por sus,$ES_Adj_f,La explosión alcanzó a la ayudante de la diputada que fue ascendido por sus,0.0002169340679797245,0.001934629922515363,0.002795162148617969,0.00010225162495843335,0.00020296438127079958
24,Spanish,5,low,f,0,1,al ayudante,de la diputada,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus MASKTOKEN.,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus,$ES_Adj_f,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus,0.00019159549727122,0.0023887844059040653,0.0029438627430151687,9.795533789993746e-05,0.0002229748754804528
24,Spanish,5,high,f,0,1,a la ayudante,del diputado,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus MASKTOKEN.,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus,$ES_Adj_f,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus,0.00019981998618741163,0.001099095121698368,0.0011417866147885314,8.356082562920031e-05,0.00014341578475910582
