item,lang,exp,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/bert-base-uncased_prob,/data/roberta-base_prob
13,English,Cuetos_Mitchell,low,sg,0,1,the daughters,of the captain,daughters,captain,The journalist interviewed the daughters of the captain who MASKTOKEN near the accident.,The journalist interviewed the daughters of the captain who,$SG,The journalist interviewed the daughters of the captain who MASKTOKEN near the accident.,0.3698089531084047,0.09934325633030539
13,English,Cuetos_Mitchell,high,sg,0,1,the daughter,of the captains,daughter,captains,The journalist interviewed the daughter of the captains who MASKTOKEN near the accident.,The journalist interviewed the daughter of the captains who,$SG,The journalist interviewed the daughter of the captains who MASKTOKEN near the accident.,0.023015535010835392,0.4890910816982421
13,English,Cuetos_Mitchell,ambi,pl,0,1,the daughters,of the captains,daughters,captains,The journalist interviewed the daughters of the captains who MASKTOKEN near the accident.,The journalist interviewed the daughters of the captains who,$PL,The journalist interviewed the daughters of the captains who MASKTOKEN near the accident.,0.317422971817389,0.25748961991002645
13,English,Cuetos_Mitchell,low,pl,0,1,the daughter,of the captains,daughter,captains,The journalist interviewed the daughter of the captains who MASKTOKEN near the accident.,The journalist interviewed the daughter of the captains who,$PL,The journalist interviewed the daughter of the captains who MASKTOKEN near the accident.,0.45007823020291426,0.015145141560044387
13,English,Cuetos_Mitchell,high,pl,0,1,the daughters,of the captain,daughters,captain,The journalist interviewed the daughters of the captain who MASKTOKEN near the accident.,The journalist interviewed the daughters of the captain who,$PL,The journalist interviewed the daughters of the captain who MASKTOKEN near the accident.,0.00836006027623426,0.18862716510636254
14,English,Cuetos_Mitchell,ambi,sg,0,1,the bag,of the visitor,bag,visitor,The peasant was gazing at the bag of the visitor that MASKTOKEN under a tree.,The peasant was gazing at the bag of the visitor that,$SG,The peasant was gazing at the bag of the visitor that MASKTOKEN under a tree.,0.09250076658311668,0.7062081117388889
14,English,Cuetos_Mitchell,low,sg,0,1,the bags,of the visitor,bags,visitor,The peasant was gazing at the bags of the visitor that MASKTOKEN under a tree.,The peasant was gazing at the bags of the visitor that,$SG,The peasant was gazing at the bags of the visitor that MASKTOKEN under a tree.,0.06681662304993174,0.29503507394216366
14,English,Cuetos_Mitchell,high,sg,0,1,the bag,of the visitors,bag,visitors,The peasant was gazing at the bag of the visitors that MASKTOKEN under a tree.,The peasant was gazing at the bag of the visitors that,$SG,The peasant was gazing at the bag of the visitors that MASKTOKEN under a tree.,0.05302672344517689,0.6698184978317192
14,English,Cuetos_Mitchell,ambi,pl,0,1,the bags,of the visitors,bags,visitors,The peasant was gazing at the bags of the visitors that MASKTOKEN under a tree.,The peasant was gazing at the bags of the visitors that,$PL,The peasant was gazing at the bags of the visitors that MASKTOKEN under a tree.,0.1554154753862621,0.7077970648940344
14,English,Cuetos_Mitchell,low,pl,0,1,the bag,of the visitors,bag,visitors,The peasant was gazing at the bag of the visitors that MASKTOKEN under a tree.,The peasant was gazing at the bag of the visitors that,$PL,The peasant was gazing at the bag of the visitors that MASKTOKEN under a tree.,0.1944717730466023,0.09656993751560937
14,English,Cuetos_Mitchell,high,pl,0,1,the bags,of the visitor,bags,visitor,The peasant was gazing at the bags of the visitor that MASKTOKEN under a tree.,The peasant was gazing at the bags of the visitor that,$PL,The peasant was gazing at the bags of the visitor that MASKTOKEN under a tree.,0.10107736422354441,0.35281967342300447
15,English,Cuetos_Mitchell,ambi,sg,0,0,the box,of the soldier,box,soldier,The people watched the box of the soldier that MASKTOKEN on the platform.,The people watched the box of the soldier that,$SG,The people watched the box of the soldier that MASKTOKEN on the platform.,0.0913797154833414,0.6845039529684734
15,English,Cuetos_Mitchell,low,sg,0,0,the boxes,of the soldier,boxes,soldier,The people watched the boxes of the soldier that MASKTOKEN on the platform.,The people watched the boxes of the soldier that,$SG,The people watched the boxes of the soldier that MASKTOKEN on the platform.,0.08420754396940566,0.4299765598407599
15,English,Cuetos_Mitchell,high,sg,0,0,the box,of the soldiers,box,soldiers,The people watched the box of the soldiers that MASKTOKEN on the platform.,The people watched the box of the soldiers that,$SG,The people watched the box of the soldiers that MASKTOKEN on the platform.,0.004129420798207162,0.10802944147722689
15,English,Cuetos_Mitchell,ambi,pl,0,0,the boxes,of the soldiers,boxes,soldiers,The people watched the boxes of the soldiers that MASKTOKEN on the platform.,The people watched the boxes of the soldiers that,$PL,The people watched the boxes of the soldiers that MASKTOKEN on the platform.,0.1423633866917976,0.715226482433855
15,English,Cuetos_Mitchell,low,pl,0,0,the box,of the soldiers,box,soldiers,The people watched the box of the soldiers that MASKTOKEN on the platform.,The people watched the box of the soldiers that,$PL,The people watched the box of the soldiers that MASKTOKEN on the platform.,0.13180979499799717,0.6338929623725069
15,English,Cuetos_Mitchell,high,pl,0,0,the boxes,of the soldier,boxes,soldier,The people watched the boxes of the soldier that MASKTOKEN on the platform.,The people watched the boxes of the soldier that,$PL,The people watched the boxes of the soldier that MASKTOKEN on the platform.,0.11497359227522694,0.20212028291639694
16,English,Cuetos_Mitchell,ambi,sg,0,1,the dog,of the fruit dealer,dog,dealer,Lewis ran over the dog of the fruit dealer that MASKTOKEN to this district.,Lewis ran over the dog of the fruit dealer that,$SG,Lewis ran over the dog of the fruit dealer that MASKTOKEN to this district.,0.0615893728070136,0.3983616861352841
16,English,Cuetos_Mitchell,low,sg,0,1,the dogs,of the fruit dealer,dogs,dealer,Lewis ran over the dogs of the fruit dealer that MASKTOKEN to this district.,Lewis ran over the dogs of the fruit dealer that,$SG,Lewis ran over the dogs of the fruit dealer that MASKTOKEN to this district.,0.04689468428386881,0.2948072857574031
16,English,Cuetos_Mitchell,high,sg,0,1,the dog,of the fruit dealers,dog,dealers,Lewis ran over the dog of the fruit dealers that MASKTOKEN to this district.,Lewis ran over the dog of the fruit dealers that,$SG,Lewis ran over the dog of the fruit dealers that MASKTOKEN to this district.,0.0016050094015059684,0.036122322562663976
16,English,Cuetos_Mitchell,ambi,pl,0,1,the dogs,of the fruit dealers,dogs,dealers,Lewis ran over the dogs of the fruit dealers that MASKTOKEN to this district.,Lewis ran over the dogs of the fruit dealers that,$PL,Lewis ran over the dogs of the fruit dealers that MASKTOKEN to this district.,0.040691551782895186,0.1949843489378175
16,English,Cuetos_Mitchell,low,pl,0,1,the dog,of the fruit dealers,dog,dealers,Lewis ran over the dog of the fruit dealers that MASKTOKEN to this district.,Lewis ran over the dog of the fruit dealers that,$PL,Lewis ran over the dog of the fruit dealers that MASKTOKEN to this district.,0.056650431731168155,0.24729366712924322
16,English,Cuetos_Mitchell,high,pl,0,1,the dogs,of the fruit dealer,dogs,dealer,Lewis ran over the dogs of the fruit dealer that MASKTOKEN to this district.,Lewis ran over the dogs of the fruit dealer that,$PL,Lewis ran over the dogs of the fruit dealer that MASKTOKEN to this district.,0.005388178112379578,0.01815869590174763
17,English,Cuetos_Mitchell,ambi,sg,1,1,the relative,of the worker,relative,worker,Andrew had dinner with the relative of the worker who MASKTOKEN a member of the communist party.,Andrew had dinner with the relative of the worker who,$SG,Andrew had dinner with the relative of the worker who MASKTOKEN a member of the communist party.,0.9891533627549638,0.9495789842209374
17,English,Cuetos_Mitchell,low,sg,1,1,the relatives,of the worker,relatives,worker,Andrew had dinner with the relatives of the worker who MASKTOKEN a member of the communist party.,Andrew had dinner with the relatives of the worker who,$SG,Andrew had dinner with the relatives of the worker who MASKTOKEN a member of the communist party.,0.9479070477733281,0.8883904565185466
17,English,Cuetos_Mitchell,high,sg,1,1,the relative,of the workers,relative,workers,Andrew had dinner with the relative of the workers who MASKTOKEN a member of the communist party.,Andrew had dinner with the relative of the workers who,$SG,Andrew had dinner with the relative of the workers who MASKTOKEN a member of the communist party.,0.9033953184251217,0.9570190254643314
17,English,Cuetos_Mitchell,ambi,pl,1,1,the relatives,of the workers,relatives,workers,Andrew had dinner with the relatives of the workers who MASKTOKEN a member of the communist party.,Andrew had dinner with the relatives of the workers who,$PL,Andrew had dinner with the relatives of the workers who MASKTOKEN a member of the communist party.,0.8012901175121683,0.2129219672686134
17,English,Cuetos_Mitchell,low,pl,1,1,the relative,of the workers,relative,workers,Andrew had dinner with the relative of the workers who MASKTOKEN a member of the communist party.,Andrew had dinner with the relative of the workers who,$PL,Andrew had dinner with the relative of the workers who MASKTOKEN a member of the communist party.,0.08154691480359827,0.003483789248363612
17,English,Cuetos_Mitchell,high,pl,1,1,the relatives,of the worker,relatives,worker,Andrew had dinner with the relatives of the worker who MASKTOKEN a member of the communist party.,Andrew had dinner with the relatives of the worker who,$PL,Andrew had dinner with the relatives of the worker who MASKTOKEN a member of the communist party.,0.004584295662913587,0.00191193828018394
18,English,Cuetos_Mitchell,ambi,sg,0,0,the cat,of the french girl,cat,girl,George was stroking the cat of the french girl that MASKTOKEN at the fountain.,George was stroking the cat of the french girl that,$SG,George was stroking the cat of the french girl that MASKTOKEN at the fountain.,0.14578082281115512,0.7611820027910061
18,English,Cuetos_Mitchell,low,sg,0,0,the cats,of the french girl,cats,girl,George was stroking the cats of the french girl that MASKTOKEN at the fountain.,George was stroking the cats of the french girl that,$SG,George was stroking the cats of the french girl that MASKTOKEN at the fountain.,0.11761662576261278,0.7454311131336422
18,English,Cuetos_Mitchell,high,sg,0,0,the cat,of the french girls,cat,girls,George was stroking the cat of the french girls that MASKTOKEN at the fountain.,George was stroking the cat of the french girls that,$SG,George was stroking the cat of the french girls that MASKTOKEN at the fountain.,0.017920343229813784,0.11727141970209029
18,English,Cuetos_Mitchell,ambi,pl,0,0,the cats,of the french girls,cats,girls,George was stroking the cats of the french girls that MASKTOKEN at the fountain.,George was stroking the cats of the french girls that,$PL,George was stroking the cats of the french girls that MASKTOKEN at the fountain.,0.16825676220043428,0.7502981811265512
18,English,Cuetos_Mitchell,low,pl,0,0,the cat,of the french girls,cat,girls,George was stroking the cat of the french girls that MASKTOKEN at the fountain.,George was stroking the cat of the french girls that,$PL,George was stroking the cat of the french girls that MASKTOKEN at the fountain.,0.19000202660894755,0.651020567202249
18,English,Cuetos_Mitchell,high,pl,0,0,the cats,of the french girl,cats,girl,George was stroking the cats of the french girl that MASKTOKEN at the fountain.,George was stroking the cats of the french girl that,$PL,George was stroking the cats of the french girl that MASKTOKEN at the fountain.,0.03781987986483279,0.01606480813562277
19,English,Cuetos_Mitchell,ambi,sg,0,0,the brother,of the priest,brother,priest,Martha cheered the brother of the priest who MASKTOKEN in the school.,Martha cheered the brother of the priest who,$SG,Martha cheered the brother of the priest who MASKTOKEN in the school.,0.217394048163418,0.4330219803043419
19,English,Cuetos_Mitchell,low,sg,0,0,the brothers,of the priest,brothers,priest,Martha cheered the brothers of the priest who MASKTOKEN in the school.,Martha cheered the brothers of the priest who,$SG,Martha cheered the brothers of the priest who MASKTOKEN in the school.,0.028684381654761004,0.15912729136334586
19,English,Cuetos_Mitchell,high,sg,0,0,the brother,of the priests,brother,priests,Martha cheered the brother of the priests who MASKTOKEN in the school.,Martha cheered the brother of the priests who,$SG,Martha cheered the brother of the priests who MASKTOKEN in the school.,0.008096899877420655,0.027488150933350174
19,English,Cuetos_Mitchell,ambi,pl,0,0,the brothers,of the priests,brothers,priests,Martha cheered the brothers of the priests who MASKTOKEN in the school.,Martha cheered the brothers of the priests who,$PL,Martha cheered the brothers of the priests who MASKTOKEN in the school.,0.3036416115397091,0.21499811302155408
19,English,Cuetos_Mitchell,low,pl,0,0,the brother,of the priests,brother,priests,Martha cheered the brother of the priests who MASKTOKEN in the school.,Martha cheered the brother of the priests who,$PL,Martha cheered the brother of the priests who MASKTOKEN in the school.,0.18366948337220787,0.31654663262067373
19,English,Cuetos_Mitchell,high,pl,0,0,the brothers,of the priest,brothers,priest,Martha cheered the brothers of the priest who MASKTOKEN in the school.,Martha cheered the brothers of the priest who,$PL,Martha cheered the brothers of the priest who MASKTOKEN in the school.,0.28657940421724354,0.1669993173715707
20,English,Cuetos_Mitchell,ambi,sg,1,0,the container,of the student,container,student,The detective photographed the container of the student that MASKTOKEN on the terrace.,The detective photographed the container of the student that,$SG,The detective photographed the container of the student that MASKTOKEN on the terrace.,0.19220613789219215,0.7671085303168199
20,English,Cuetos_Mitchell,low,sg,1,0,the containers,of the student,containers,student,The detective photographed the containers of the student that MASKTOKEN on the terrace.,The detective photographed the containers of the student that,$SG,The detective photographed the containers of the student that MASKTOKEN on the terrace.,0.15053062181041132,0.12017223673583816
20,English,Cuetos_Mitchell,high,sg,1,0,the container,of the students,container,students,The detective photographed the container of the students that MASKTOKEN on the terrace.,The detective photographed the container of the students that,$SG,The detective photographed the container of the students that MASKTOKEN on the terrace.,0.004195016002548707,0.4293986245043093
20,English,Cuetos_Mitchell,ambi,pl,1,0,the containers,of the students,containers,students,The detective photographed the containers of the students that MASKTOKEN on the terrace.,The detective photographed the containers of the students that,$PL,The detective photographed the containers of the students that MASKTOKEN on the terrace.,0.2691802385051201,0.7402654404256077
20,English,Cuetos_Mitchell,low,pl,1,0,the container,of the students,container,students,The detective photographed the container of the students that MASKTOKEN on the terrace.,The detective photographed the container of the students that,$PL,The detective photographed the container of the students that MASKTOKEN on the terrace.,0.3402461510536632,0.31363857344589674
20,English,Cuetos_Mitchell,high,pl,1,0,the containers,of the student,containers,student,The detective photographed the containers of the student that MASKTOKEN on the terrace.,The detective photographed the containers of the student that,$PL,The detective photographed the containers of the student that MASKTOKEN on the terrace.,0.12596876300217924,0.619723827643208
21,English,Cuetos_Mitchell,ambi,sg,0,1,the cousin,of the man,cousin,man,Mary argued with the cousin of the man who MASKTOKEN in Argentina.,Mary argued with the cousin of the man who,$SG,Mary argued with the cousin of the man who MASKTOKEN in Argentina.,0.13891190366935668,0.2611513556468815
21,English,Cuetos_Mitchell,low,sg,0,1,the cousins,of the man,cousins,man,Mary argued with the cousins of the man who MASKTOKEN in Argentina.,Mary argued with the cousins of the man who,$SG,Mary argued with the cousins of the man who MASKTOKEN in Argentina.,0.13281039575419729,0.08874169646089655
21,English,Cuetos_Mitchell,high,sg,0,1,the cousin,of the men,cousin,men,Mary argued with the cousin of the men who MASKTOKEN in Argentina.,Mary argued with the cousin of the men who,$SG,Mary argued with the cousin of the men who MASKTOKEN in Argentina.,0.003583342157094077,0.025602099577141733
21,English,Cuetos_Mitchell,ambi,pl,0,1,the cousins,of the men,cousins,men,Mary argued with the cousins of the men who MASKTOKEN in Argentina.,Mary argued with the cousins of the men who,$PL,Mary argued with the cousins of the men who MASKTOKEN in Argentina.,0.18237825539389046,0.09251473651194266
21,English,Cuetos_Mitchell,low,pl,0,1,the cousin,of the men,cousin,men,Mary argued with the cousin of the men who MASKTOKEN in Argentina.,Mary argued with the cousin of the men who,$PL,Mary argued with the cousin of the men who MASKTOKEN in Argentina.,0.17260215376296068,0.14955280579667776
21,English,Cuetos_Mitchell,high,pl,0,1,the cousins,of the man,cousins,man,Mary argued with the cousins of the man who MASKTOKEN in Argentina.,Mary argued with the cousins of the man who,$PL,Mary argued with the cousins of the man who MASKTOKEN in Argentina.,0.002858911477252618,0.001288486445523531
22,English,Cuetos_Mitchell,ambi,sg,1,0,the child,of the teacher,child,teacher,The boys poked fun at the child of the teacher who MASKTOKEN in the park.,The boys poked fun at the child of the teacher who,$SG,The boys poked fun at the child of the teacher who MASKTOKEN in the park.,0.17301636382496066,0.7454340484532518
22,English,Cuetos_Mitchell,low,sg,1,0,the children,of the teacher,children,teacher,The boys poked fun at the children of the teacher who MASKTOKEN in the park.,The boys poked fun at the children of the teacher who,$SG,The boys poked fun at the children of the teacher who MASKTOKEN in the park.,0.09965382054319505,0.385328513593263
22,English,Cuetos_Mitchell,high,sg,1,0,the child,of the teachers,child,teachers,The boys poked fun at the child of the teachers who MASKTOKEN in the park.,The boys poked fun at the child of the teachers who,$SG,The boys poked fun at the child of the teachers who MASKTOKEN in the park.,0.005746867938886999,0.5949395834005299
22,English,Cuetos_Mitchell,ambi,pl,1,0,the children,of the teachers,children,teachers,The boys poked fun at the children of the teachers who MASKTOKEN in the park.,The boys poked fun at the children of the teachers who,$PL,The boys poked fun at the children of the teachers who MASKTOKEN in the park.,0.05486994040682901,0.6822609841286188
22,English,Cuetos_Mitchell,low,pl,1,0,the child,of the teachers,child,teachers,The boys poked fun at the child of the teachers who MASKTOKEN in the park.,The boys poked fun at the child of the teachers who,$PL,The boys poked fun at the child of the teachers who MASKTOKEN in the park.,0.07697476144735804,0.10778302517605774
22,English,Cuetos_Mitchell,high,pl,1,0,the children,of the teacher,children,teacher,The boys poked fun at the children of the teacher who MASKTOKEN in the park.,The boys poked fun at the children of the teacher who,$PL,The boys poked fun at the children of the teacher who MASKTOKEN in the park.,0.005334384533219147,0.3444654704312494
23,English,Cuetos_Mitchell,ambi,sg,1,1,the servant,of the lady,servant,lady,My mother argued with the servant of the lady who MASKTOKEN in the house.,My mother argued with the servant of the lady who,$SG,My mother argued with the servant of the lady who MASKTOKEN in the house.,0.09184649915909229,0.08623313111698062
23,English,Cuetos_Mitchell,low,sg,1,1,the servants,of the lady,servants,lady,My mother argued with the servants of the lady who MASKTOKEN in the house.,My mother argued with the servants of the lady who,$SG,My mother argued with the servants of the lady who MASKTOKEN in the house.,0.0410244661545382,0.03990688919829938
23,English,Cuetos_Mitchell,high,sg,1,1,the servant,of the ladies,servant,ladies,My mother argued with the servant of the ladies who MASKTOKEN in the house.,My mother argued with the servant of the ladies who,$SG,My mother argued with the servant of the ladies who MASKTOKEN in the house.,0.0026403330894897922,0.02952165505632382
23,English,Cuetos_Mitchell,ambi,pl,1,1,the servants,of the ladies,servants,ladies,My mother argued with the servants of the ladies who MASKTOKEN in the house.,My mother argued with the servants of the ladies who,$PL,My mother argued with the servants of the ladies who MASKTOKEN in the house.,0.14622765689931835,0.12827734311799488
23,English,Cuetos_Mitchell,low,pl,1,1,the servant,of the ladies,servant,ladies,My mother argued with the servant of the ladies who MASKTOKEN in the house.,My mother argued with the servant of the ladies who,$PL,My mother argued with the servant of the ladies who MASKTOKEN in the house.,0.44700297749788354,0.10237868823284119
23,English,Cuetos_Mitchell,high,pl,1,1,the servants,of the lady,servants,lady,My mother argued with the servants of the lady who MASKTOKEN in the house.,My mother argued with the servants of the lady who,$PL,My mother argued with the servants of the lady who MASKTOKEN in the house.,0.0024009704684970776,0.03196038569265083
24,English,Cuetos_Mitchell,ambi,sg,0,0,the son,of the doctor,son,doctor,This afternoon I saw the son of the doctor who MASKTOKEN at our home.,This afternoon I saw the son of the doctor who,$SG,This afternoon I saw the son of the doctor who MASKTOKEN at our home.,0.20773966179457232,0.5944035821826451
24,English,Cuetos_Mitchell,low,sg,0,0,the sons,of the doctor,sons,doctor,This afternoon I saw the sons of the doctor who MASKTOKEN at our home.,This afternoon I saw the sons of the doctor who,$SG,This afternoon I saw the sons of the doctor who MASKTOKEN at our home.,0.06827957235703538,0.6017189281284178
24,English,Cuetos_Mitchell,high,sg,0,0,the son,of the doctors,son,doctors,This afternoon I saw the son of the doctors who MASKTOKEN at our home.,This afternoon I saw the son of the doctors who,$SG,This afternoon I saw the son of the doctors who MASKTOKEN at our home.,0.009345455413450615,0.022890490313659285
24,English,Cuetos_Mitchell,ambi,pl,0,0,the sons,of the doctors,sons,doctors,This afternoon I saw the sons of the doctors who MASKTOKEN at our home.,This afternoon I saw the sons of the doctors who,$PL,This afternoon I saw the sons of the doctors who MASKTOKEN at our home.,0.12010667215959536,0.564639128874986
24,English,Cuetos_Mitchell,low,pl,0,0,the son,of the doctors,son,doctors,This afternoon I saw the son of the doctors who MASKTOKEN at our home.,This afternoon I saw the son of the doctors who,$PL,This afternoon I saw the son of the doctors who MASKTOKEN at our home.,0.12967442369582663,0.5454559629197141
24,English,Cuetos_Mitchell,high,pl,0,0,the sons,of the doctor,sons,doctor,This afternoon I saw the sons of the doctor who MASKTOKEN at our home.,This afternoon I saw the sons of the doctor who,$PL,This afternoon I saw the sons of the doctor who MASKTOKEN at our home.,0.03749462083078092,0.01940983167372437
