item,lang,exp,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/DeepESP/gpt2-spanish_prob,/data/mrm8488/spanish-gpt2_prob
12,Spanish,Cuetos_Mitchell,ambi,pl,0,1,los juguetes,de los chicos,juguetes,chicos,La anciana observaba los juguetes de los chicos que MASKTOKEN encima de la cama.,La anciana observaba los juguetes de los chicos que,$ES_PL,La anciana observaba los juguetes de los chicos que,0.2226234019810882,0.19694546233701615
12,Spanish,Cuetos_Mitchell,low,pl,0,1,el juguete,de los chicos,juguete,chicos,La anciana observaba el juguete de los chicos que MASKTOKEN encima de la cama.,La anciana observaba el juguete de los chicos que,$ES_PL,La anciana observaba el juguete de los chicos que,0.1654186065611709,0.12562401292138503
12,Spanish,Cuetos_Mitchell,high,pl,0,1,los juguetes,del chico,juguetes,chico,La anciana observaba los juguetes del chico que MASKTOKEN encima de la cama.,La anciana observaba los juguetes del chico que,$ES_PL,La anciana observaba los juguetes del chico que,0.00831835074762477,0.024676431965705348
13,Spanish,Cuetos_Mitchell,ambi,sg,0,1,a la hija,del comandante,hija,comandante,El periodista entrevistó a la hija del comandante que MASKTOKEN el accidente.,El periodista entrevistó a la hija del comandante que,$ES_SG,El periodista entrevistó a la hija del comandante que,0.21055950822658787,0.4196685129156208
13,Spanish,Cuetos_Mitchell,low,sg,0,1,a las hijas,del comandante,hijas,comandante,El periodista entrevistó a las hijas del comandante que MASKTOKEN el accidente.,El periodista entrevistó a las hijas del comandante que,$ES_SG,El periodista entrevistó a las hijas del comandante que,0.07997886721156533,0.28635985637669137
13,Spanish,Cuetos_Mitchell,high,sg,0,1,a la hija,de los comandantes,hija,comandantes,El periodista entrevistó a la hija de los comandantes que MASKTOKEN el accidente.,El periodista entrevistó a la hija de los comandantes que,$ES_SG,El periodista entrevistó a la hija de los comandantes que,0.07919200324026576,0.0626818209685922
13,Spanish,Cuetos_Mitchell,ambi,pl,0,1,a las hijas,de los comandantes,hijas,comandantes,El periodista entrevistó a las hijas de los comandantes que MASKTOKEN el accidente.,El periodista entrevistó a las hijas de los comandantes que,$ES_PL,El periodista entrevistó a las hijas de los comandantes que,0.24972320949510163,0.3420738809113004
13,Spanish,Cuetos_Mitchell,low,pl,0,1,a la hija,de los comandantes,hija,comandantes,El periodista entrevistó a la hija de los comandantes que MASKTOKEN el accidente.,El periodista entrevistó a la hija de los comandantes que,$ES_PL,El periodista entrevistó a la hija de los comandantes que,0.13958367719736486,0.27232646490722345
13,Spanish,Cuetos_Mitchell,high,pl,0,1,a las hijas,del comandante,hijas,comandante,El periodista entrevistó a las hijas del comandante que MASKTOKEN el accidente.,El periodista entrevistó a las hijas del comandante que,$ES_PL,El periodista entrevistó a las hijas del comandante que,0.14258978416583545,0.133058278948738
14,Spanish,Cuetos_Mitchell,ambi,sg,1,1,la maleta,del viajero,maleta,viajero,El campesino contemplaba la maleta del viajero que MASKTOKEN bajo un árbol.,El campesino contemplaba la maleta del viajero que,$ES_SG,El campesino contemplaba la maleta del viajero que,0.20562970053280694,0.2598172102081122
14,Spanish,Cuetos_Mitchell,low,sg,1,1,las maletas,del viajero,maletas,viajero,El campesino contemplaba las maletas del viajero que MASKTOKEN bajo un árbol.,El campesino contemplaba las maletas del viajero que,$ES_SG,El campesino contemplaba las maletas del viajero que,0.17986648398655358,0.19267468446518876
14,Spanish,Cuetos_Mitchell,high,sg,1,1,la maleta,de los viajeros,maleta,viajeros,El campesino contemplaba la maleta de los viajeros que MASKTOKEN bajo un árbol.,El campesino contemplaba la maleta de los viajeros que,$ES_SG,El campesino contemplaba la maleta de los viajeros que,0.04691379895052106,0.09337341787214193
14,Spanish,Cuetos_Mitchell,ambi,pl,1,1,las maletas,de los viajeros,maletas,viajeros,El campesino contemplaba las maletas de los viajeros que MASKTOKEN bajo un árbol.,El campesino contemplaba las maletas de los viajeros que,$ES_PL,El campesino contemplaba las maletas de los viajeros que,0.3225132372345545,0.3053781688519148
14,Spanish,Cuetos_Mitchell,low,pl,1,1,la maleta,de los viajeros,maleta,viajeros,El campesino contemplaba la maleta de los viajeros que MASKTOKEN bajo un árbol.,El campesino contemplaba la maleta de los viajeros que,$ES_PL,El campesino contemplaba la maleta de los viajeros que,0.25009552810218727,0.2609086654081345
14,Spanish,Cuetos_Mitchell,high,pl,1,1,las maletas,del viajero,maletas,viajero,El campesino contemplaba las maletas del viajero que MASKTOKEN bajo un árbol.,El campesino contemplaba las maletas del viajero que,$ES_PL,El campesino contemplaba las maletas del viajero que,0.056877849962536864,0.06532616791725587
15,Spanish,Cuetos_Mitchell,ambi,sg,0,0,la caja,del soldado,caja,soldado,La gente observaba la caja del soldado que MASKTOKEN en el andén.,La gente observaba la caja del soldado que,$ES_SG,La gente observaba la caja del soldado que,0.2480012214749312,0.2209320044257197
15,Spanish,Cuetos_Mitchell,low,sg,0,0,las cajas,del soldado,cajas,soldado,La gente observaba las cajas del soldado que MASKTOKEN en el andén.,La gente observaba las cajas del soldado que,$ES_SG,La gente observaba las cajas del soldado que,0.13720246842784078,0.14661867550169916
15,Spanish,Cuetos_Mitchell,high,sg,0,0,la caja,de los soldados,caja,soldados,La gente observaba la caja de los soldados que MASKTOKEN en el andén.,La gente observaba la caja de los soldados que,$ES_SG,La gente observaba la caja de los soldados que,0.04376275543650543,0.0740388430453578
15,Spanish,Cuetos_Mitchell,ambi,pl,0,0,las cajas,de los soldados,cajas,soldados,La gente observaba las cajas de los soldados que MASKTOKEN en el andén.,La gente observaba las cajas de los soldados que,$ES_PL,La gente observaba las cajas de los soldados que,0.2407315763330029,0.305631049518162
15,Spanish,Cuetos_Mitchell,low,pl,0,0,la caja,de los soldados,caja,soldados,La gente observaba la caja de los soldados que MASKTOKEN en el andén.,La gente observaba la caja de los soldados que,$ES_PL,La gente observaba la caja de los soldados que,0.1966108911372597,0.2129220209923659
15,Spanish,Cuetos_Mitchell,high,pl,0,0,las cajas,del soldado,cajas,soldado,La gente observaba las cajas del soldado que MASKTOKEN en el andén.,La gente observaba las cajas del soldado que,$ES_PL,La gente observaba las cajas del soldado que,0.10302031029000958,0.12428400577074683
16,Spanish,Cuetos_Mitchell,ambi,sg,0,1,al perro,del vendedor,perro,vendedor,Luis atropelló al perro del vendedor que viene a MASKTOKEN barrio.,Luis atropelló al perro del vendedor que viene a,$ES_SG,Luis atropelló al perro del vendedor que viene a,0.0032362391055673623,0.0010839161148331854
16,Spanish,Cuetos_Mitchell,low,sg,0,1,a los perros,del vendedor,perros,vendedor,Luis atropelló a los perros del vendedor que viene a MASKTOKEN barrio.,Luis atropelló a los perros del vendedor que viene a,$ES_SG,Luis atropelló a los perros del vendedor que viene a,0.003011645145473474,0.0012839694717960738
16,Spanish,Cuetos_Mitchell,high,sg,0,1,al perro,de los vendedores,perro,vendedores,Luis atropelló al perro de los vendedores que viene a MASKTOKEN barrio.,Luis atropelló al perro de los vendedores que viene a,$ES_SG,Luis atropelló al perro de los vendedores que viene a,0.003131998623452925,0.001557627302601533
16,Spanish,Cuetos_Mitchell,ambi,pl,0,1,a los perros,de los vendedores,perros,vendedores,Luis atropelló a los perros de los vendedores que viene a MASKTOKEN barrio.,Luis atropelló a los perros de los vendedores que viene a,$ES_PL,Luis atropelló a los perros de los vendedores que viene a,0.00098476720993812,0.0015145013603353463
16,Spanish,Cuetos_Mitchell,low,pl,0,1,al perro,de los vendedores,perro,vendedores,Luis atropelló al perro de los vendedores que viene a MASKTOKEN barrio.,Luis atropelló al perro de los vendedores que viene a,$ES_PL,Luis atropelló al perro de los vendedores que viene a,0.0007284084195586793,0.0015463422577680318
16,Spanish,Cuetos_Mitchell,high,pl,0,1,a los perros,del vendedor,perros,vendedor,Luis atropelló a los perros del vendedor que viene a MASKTOKEN barrio.,Luis atropelló a los perros del vendedor que viene a,$ES_PL,Luis atropelló a los perros del vendedor que viene a,0.0009133614404852608,0.00185234025494712
17,Spanish,Cuetos_Mitchell,ambi,sg,1,1,la prima,del obrero,prima,obrero,Andrés cenó ayer con la prima del obrero que MASKTOKEN en partido comunista.,Andrés cenó ayer con la prima del obrero que,$ES_SG,Andrés cenó ayer con la prima del obrero que,0.3039615535080884,0.36975698213200303
17,Spanish,Cuetos_Mitchell,low,sg,1,1,las primas,del obrero,primas,obrero,Andrés cenó ayer con las primas del obrero que MASKTOKEN en partido comunista.,Andrés cenó ayer con las primas del obrero que,$ES_SG,Andrés cenó ayer con las primas del obrero que,0.30135585790756636,0.18555899795990172
17,Spanish,Cuetos_Mitchell,high,sg,1,1,la prima,de los obreros,prima,obreros,Andrés cenó ayer con la prima de los obreros que MASKTOKEN en partido comunista.,Andrés cenó ayer con la prima de los obreros que,$ES_SG,Andrés cenó ayer con la prima de los obreros que,0.14123256124725003,0.10603409842431688
17,Spanish,Cuetos_Mitchell,ambi,pl,1,1,las primas,de los obreros,primas,obreros,Andrés cenó ayer con las primas de los obreros que MASKTOKEN en partido comunista.,Andrés cenó ayer con las primas de los obreros que,$ES_PL,Andrés cenó ayer con las primas de los obreros que,0.3517830114377887,0.40303384036195666
17,Spanish,Cuetos_Mitchell,low,pl,1,1,la prima,de los obreros,prima,obreros,Andrés cenó ayer con la prima de los obreros que MASKTOKEN en partido comunista.,Andrés cenó ayer con la prima de los obreros que,$ES_PL,Andrés cenó ayer con la prima de los obreros que,0.19709649521855965,0.3429706023179051
17,Spanish,Cuetos_Mitchell,high,pl,1,1,las primas,del obrero,primas,obrero,Andrés cenó ayer con las primas del obrero que MASKTOKEN en partido comunista.,Andrés cenó ayer con las primas del obrero que,$ES_PL,Andrés cenó ayer con las primas del obrero que,0.024795005346376797,0.15761550500587873
18,Spanish,Cuetos_Mitchell,ambi,sg,0,0,al gato,de la francesa,gato,francesa,Jorge acariciaba al gato de la francesa que MASKTOKEN en la fuente.,Jorge acariciaba al gato de la francesa que,$ES_SG,Jorge acariciaba al gato de la francesa que,0.12685776784834957,0.156185993760932
18,Spanish,Cuetos_Mitchell,low,sg,0,0,a los gatos,de la francesa,gatos,francesa,Jorge acariciaba a los gatos de la francesa que MASKTOKEN en la fuente.,Jorge acariciaba a los gatos de la francesa que,$ES_SG,Jorge acariciaba a los gatos de la francesa que,0.02121880696502565,0.09744075378819694
18,Spanish,Cuetos_Mitchell,high,sg,0,0,al gato,de las francesas,gato,francesas,Jorge acariciaba al gato de las francesas que MASKTOKEN en la fuente.,Jorge acariciaba al gato de las francesas que,$ES_SG,Jorge acariciaba al gato de las francesas que,0.10341187805903473,0.07216072041025967
18,Spanish,Cuetos_Mitchell,ambi,pl,0,0,a los gatos,de las francesas,gatos,francesas,Jorge acariciaba a los gatos de las francesas que MASKTOKEN en la fuente.,Jorge acariciaba a los gatos de las francesas que,$ES_PL,Jorge acariciaba a los gatos de las francesas que,0.12037174678641449,0.18886022175334816
18,Spanish,Cuetos_Mitchell,low,pl,0,0,al gato,de las francesas,gato,francesas,Jorge acariciaba al gato de las francesas que MASKTOKEN en la fuente.,Jorge acariciaba al gato de las francesas que,$ES_PL,Jorge acariciaba al gato de las francesas que,0.019442282134306765,0.11299496178472879
18,Spanish,Cuetos_Mitchell,high,pl,0,0,a los gatos,de la francesa,gatos,francesa,Jorge acariciaba a los gatos de la francesa que MASKTOKEN en la fuente.,Jorge acariciaba a los gatos de la francesa que,$ES_PL,Jorge acariciaba a los gatos de la francesa que,0.10841696693996994,0.08084757222949257
19,Spanish,Cuetos_Mitchell,ambi,sg,0,0,al hermano,del cura,hermano,cura,Marta saludó al hermano del cura que MASKTOKEN en el colegio.,Marta saludó al hermano del cura que,$ES_SG,Marta saludó al hermano del cura que,0.16265209440181927,0.2519200891833151
19,Spanish,Cuetos_Mitchell,low,sg,0,0,a los hermanos,del cura,hermanos,cura,Marta saludó a los hermanos del cura que MASKTOKEN en el colegio.,Marta saludó a los hermanos del cura que,$ES_SG,Marta saludó a los hermanos del cura que,0.020968613228234956,0.07729156794709624
19,Spanish,Cuetos_Mitchell,high,sg,0,0,al hermano,de los curas,hermano,curas,Marta saludó al hermano de los curas que MASKTOKEN en el colegio.,Marta saludó al hermano de los curas que,$ES_SG,Marta saludó al hermano de los curas que,0.1195844582982506,0.03182318204328638
19,Spanish,Cuetos_Mitchell,ambi,pl,0,0,a los hermanos,de los curas,hermanos,curas,Marta saludó a los hermanos de los curas que MASKTOKEN en el colegio.,Marta saludó a los hermanos de los curas que,$ES_PL,Marta saludó a los hermanos de los curas que,0.24654029044677017,0.265277463625182
19,Spanish,Cuetos_Mitchell,low,pl,0,0,al hermano,de los curas,hermano,curas,Marta saludó al hermano de los curas que MASKTOKEN en el colegio.,Marta saludó al hermano de los curas que,$ES_PL,Marta saludó al hermano de los curas que,0.04876393214929742,0.2272451541682301
19,Spanish,Cuetos_Mitchell,high,pl,0,0,a los hermanos,del cura,hermanos,cura,Marta saludó a los hermanos del cura que MASKTOKEN en el colegio.,Marta saludó a los hermanos del cura que,$ES_PL,Marta saludó a los hermanos del cura que,0.21169218396259382,0.17726561997121593
20,Spanish,Cuetos_Mitchell,ambi,sg,0,0,la maleta,del estudiante,maleta,estudiante,El detective fotografió la maleta del estudiante que MASKTOKEN en la terraza.,El detective fotografió la maleta del estudiante que,$ES_SG,El detective fotografió la maleta del estudiante que,0.2463619985767238,0.37802724354135364
20,Spanish,Cuetos_Mitchell,low,sg,0,0,las maletas,del estudiante,maletas,estudiante,El detective fotografió las maletas del estudiante que MASKTOKEN en la terraza.,El detective fotografió las maletas del estudiante que,$ES_SG,El detective fotografió las maletas del estudiante que,0.22794583662722445,0.32772376563232797
20,Spanish,Cuetos_Mitchell,high,sg,0,0,la maleta,de los estudiantes,maleta,estudiantes,El detective fotografió la maleta de los estudiantes que MASKTOKEN en la terraza.,El detective fotografió la maleta de los estudiantes que,$ES_SG,El detective fotografió la maleta de los estudiantes que,0.06882400500125652,0.0642773083448418
20,Spanish,Cuetos_Mitchell,ambi,pl,0,0,las maletas,de los estudiantes,maletas,estudiantes,El detective fotografió las maletas de los estudiantes que MASKTOKEN en la terraza.,El detective fotografió las maletas de los estudiantes que,$ES_PL,El detective fotografió las maletas de los estudiantes que,0.39290627165913516,0.4802395788218945
20,Spanish,Cuetos_Mitchell,low,pl,0,0,la maleta,de los estudiantes,maleta,estudiantes,El detective fotografió la maleta de los estudiantes que MASKTOKEN en la terraza.,El detective fotografió la maleta de los estudiantes que,$ES_PL,El detective fotografió la maleta de los estudiantes que,0.23215396102327368,0.37073259458925634
20,Spanish,Cuetos_Mitchell,high,pl,0,0,las maletas,del estudiante,maletas,estudiante,El detective fotografió las maletas del estudiante que MASKTOKEN en la terraza.,El detective fotografió las maletas del estudiante que,$ES_PL,El detective fotografió las maletas del estudiante que,0.0370677211988939,0.02979233063336295
21,Spanish,Cuetos_Mitchell,ambi,sg,0,0,la prima,del vaquero,prima,vaquero,María discutió con la prima del vaquero que MASKTOKEN en Argentina.,María discutió con la prima del vaquero que,$ES_SG,María discutió con la prima del vaquero que,0.16323940126656566,0.2731156048419052
21,Spanish,Cuetos_Mitchell,low,sg,0,0,las primas,del vaquero,primas,vaquero,María discutió con las primas del vaquero que MASKTOKEN en Argentina.,María discutió con las primas del vaquero que,$ES_SG,María discutió con las primas del vaquero que,0.08408808259162015,0.2363609354356413
21,Spanish,Cuetos_Mitchell,high,sg,0,0,la prima,de los vaqueros,prima,vaqueros,María discutió con la prima de los vaqueros que MASKTOKEN en Argentina.,María discutió con la prima de los vaqueros que,$ES_SG,María discutió con la prima de los vaqueros que,0.13563800823020244,0.15542659662406777
21,Spanish,Cuetos_Mitchell,ambi,pl,0,0,las primas,de los vaqueros,primas,vaqueros,María discutió con las primas de los vaqueros que MASKTOKEN en Argentina.,María discutió con las primas de los vaqueros que,$ES_PL,María discutió con las primas de los vaqueros que,0.20269830892488727,0.2805086300176072
21,Spanish,Cuetos_Mitchell,low,pl,0,0,la prima,de los vaqueros,prima,vaqueros,María discutió con la prima de los vaqueros que MASKTOKEN en Argentina.,María discutió con la prima de los vaqueros que,$ES_PL,María discutió con la prima de los vaqueros que,0.053788448687377866,0.1468950687530537
21,Spanish,Cuetos_Mitchell,high,pl,0,0,las primas,del vaquero,primas,vaquero,María discutió con las primas del vaquero que MASKTOKEN en Argentina.,María discutió con las primas del vaquero que,$ES_PL,María discutió con las primas del vaquero que,0.10620551745727624,0.025290513674548265
22,Spanish,Cuetos_Mitchell,ambi,sg,1,0,de la chica,del maestro,chica,maestro,Los chicos se burlaron de la chica del maestro que MASKTOKEN en el parque.,Los chicos se burlaron de la chica del maestro que,$ES_SG,Los chicos se burlaron de la chica del maestro que,0.17619820473812808,0.32980690238009913
22,Spanish,Cuetos_Mitchell,low,sg,1,0,de las chicas,del maestro,chicas,maestro,Los chicos se burlaron de las chicas del maestro que MASKTOKEN en el parque.,Los chicos se burlaron de las chicas del maestro que,$ES_SG,Los chicos se burlaron de las chicas del maestro que,0.038454035963901845,0.11414986652167158
22,Spanish,Cuetos_Mitchell,high,sg,1,0,de la chica,de los maestros,chica,maestros,Los chicos se burlaron de la chica de los maestros que MASKTOKEN en el parque.,Los chicos se burlaron de la chica de los maestros que,$ES_SG,Los chicos se burlaron de la chica de los maestros que,0.16958078688494993,0.3192360431436043
22,Spanish,Cuetos_Mitchell,ambi,pl,1,0,de las chicas,de los maestros,chicas,maestros,Los chicos se burlaron de las chicas de los maestros que MASKTOKEN en el parque.,Los chicos se burlaron de las chicas de los maestros que,$ES_PL,Los chicos se burlaron de las chicas de los maestros que,0.21966119342070556,0.3393991803940253
22,Spanish,Cuetos_Mitchell,low,pl,1,0,de la chica,de los maestros,chica,maestros,Los chicos se burlaron de la chica de los maestros que MASKTOKEN en el parque.,Los chicos se burlaron de la chica de los maestros que,$ES_PL,Los chicos se burlaron de la chica de los maestros que,0.02118605415733299,0.02270627150280724
22,Spanish,Cuetos_Mitchell,high,pl,1,0,de las chicas,del maestro,chicas,maestro,Los chicos se burlaron de las chicas del maestro que MASKTOKEN en el parque.,Los chicos se burlaron de las chicas del maestro que,$ES_PL,Los chicos se burlaron de las chicas del maestro que,0.15503159309369607,0.2365645225310402
23,Spanish,Cuetos_Mitchell,ambi,sg,1,1,el esclavo,del rey,esclavo,rey,Mi madre discutió con el esclavo del rey que MASKTOKEN de casa.,Mi madre discutió con el esclavo del rey que,$ES_SG,Mi madre discutió con el esclavo del rey que,0.10489858834744581,0.23844028726990985
23,Spanish,Cuetos_Mitchell,low,sg,1,1,los esclavos,del rey,esclavos,rey,Mi madre discutió con los esclavos del rey que MASKTOKEN de casa.,Mi madre discutió con los esclavos del rey que,$ES_SG,Mi madre discutió con los esclavos del rey que,0.03696065679934435,0.06425245589930739
23,Spanish,Cuetos_Mitchell,high,sg,1,1,el esclavo,de los reyes,esclavo,reyes,Mi madre discutió con el esclavo de los reyes que MASKTOKEN de casa.,Mi madre discutió con el esclavo de los reyes que,$ES_SG,Mi madre discutió con el esclavo de los reyes que,0.05365840837259128,0.22186710205032512
23,Spanish,Cuetos_Mitchell,ambi,pl,1,1,los esclavos,de los reyes,esclavos,reyes,Mi madre discutió con los esclavos de los reyes que MASKTOKEN de casa.,Mi madre discutió con los esclavos de los reyes que,$ES_PL,Mi madre discutió con los esclavos de los reyes que,0.13089988308658462,0.2291513056798209
23,Spanish,Cuetos_Mitchell,low,pl,1,1,el esclavo,de los reyes,esclavo,reyes,Mi madre discutió con el esclavo de los reyes que MASKTOKEN de casa.,Mi madre discutió con el esclavo de los reyes que,$ES_PL,Mi madre discutió con el esclavo de los reyes que,0.08198636410077143,0.03584323942778056
23,Spanish,Cuetos_Mitchell,high,pl,1,1,los esclavos,del rey,esclavos,rey,Mi madre discutió con los esclavos del rey que MASKTOKEN de casa.,Mi madre discutió con los esclavos del rey que,$ES_PL,Mi madre discutió con los esclavos del rey que,0.07026695281695083,0.18148384525686367
24,Spanish,Cuetos_Mitchell,ambi,sg,0,0,al hijo,del doctor,hijo,doctor,Esta tarde he visto al hijo del doctor que MASKTOKEN en nuestra casa.,Esta tarde he visto al hijo del doctor que,$ES_SG,Esta tarde he visto al hijo del doctor que,0.3526672742525534,0.3874002288862357
24,Spanish,Cuetos_Mitchell,low,sg,0,0,a los hijos,del doctor,hijos,doctor,Esta tarde he visto a los hijos del doctor que MASKTOKEN en nuestra casa.,Esta tarde he visto a los hijos del doctor que,$ES_SG,Esta tarde he visto a los hijos del doctor que,0.03333946750851524,0.05457246666474447
24,Spanish,Cuetos_Mitchell,high,sg,0,0,al hijo,de los doctores,hijo,doctores,Esta tarde he visto al hijo de los doctores que MASKTOKEN en nuestra casa.,Esta tarde he visto al hijo de los doctores que,$ES_SG,Esta tarde he visto al hijo de los doctores que,0.12471971127098413,0.27651240145769407
24,Spanish,Cuetos_Mitchell,ambi,pl,0,0,a los hijos,de los doctores,hijos,doctores,Esta tarde he visto a los hijos de los doctores que MASKTOKEN en nuestra casa.,Esta tarde he visto a los hijos de los doctores que,$ES_PL,Esta tarde he visto a los hijos de los doctores que,0.5363362226045751,0.5179690650210205
24,Spanish,Cuetos_Mitchell,low,pl,0,0,al hijo,de los doctores,hijo,doctores,Esta tarde he visto al hijo de los doctores que MASKTOKEN en nuestra casa.,Esta tarde he visto al hijo de los doctores que,$ES_PL,Esta tarde he visto al hijo de los doctores que,0.2475627348850935,0.14626793873588895
24,Spanish,Cuetos_Mitchell,high,pl,0,0,a los hijos,del doctor,hijos,doctor,Esta tarde he visto a los hijos del doctor que MASKTOKEN en nuestra casa.,Esta tarde he visto a los hijos del doctor que,$ES_PL,Esta tarde he visto a los hijos del doctor que,0.5270814128038239,0.4051992524586012
