item,lang,exp,AttachType,antecedent,hasIC,verb,verbNum,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/bert-base-uncased_prob,/data/roberta-base_prob
11,English,Rohde,high,NP1,1,praised,sg,the gardener,the millionaires,gardener,millionaires,The woman praised the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,The woman praised the gardener of the millionaires who,$SG,The woman praised the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,0.000118810697738,0.002577334730244
11,English,Rohde,low,NP2,1,praised,sg,the gardeners,the millionaire,gardeners,millionaire,The woman praised the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,The woman praised the gardeners of the millionaire who,$SG,The woman praised the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,0.000113092827086,0.003979169203786
11,English,Rohde,low,NP2,1,praised,pl,the gardener,the millionaires,gardener,millionaires,The woman praised the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,The woman praised the gardener of the millionaires who,$PL,The woman praised the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,0.000229119814961,0.000185776062315
11,English,Rohde,high,NP1,1,praised,pl,the gardeners,the millionaire,gardeners,millionaire,The woman praised the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,The woman praised the gardeners of the millionaire who,$PL,The woman praised the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,0.000184778110228,0.000889521763848
11,English,Rohde,high,NP1,0,met,sg,the gardener,the millionaires,gardener,millionaires,The woman met the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,The woman met the gardener of the millionaires who,$SG,The woman met the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,0.000154008575178,0.001709453122017
11,English,Rohde,low,NP2,0,met,sg,the gardeners,the millionaire,gardeners,millionaire,The woman met the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,The woman met the gardeners of the millionaire who,$SG,The woman met the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,0.0001641039933,0.001463155400215
11,English,Rohde,low,NP2,0,met,pl,the gardener,the millionaires,gardener,millionaires,The woman met the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,The woman met the gardener of the millionaires who,$PL,The woman met the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,4.79905621355182E-05,0.000105294730616
11,English,Rohde,high,NP1,0,met,pl,the gardeners,the millionaire,gardeners,millionaire,The woman met the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,The woman met the gardeners of the millionaire who,$PL,The woman met the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,7.13144408783558E-05,0.000937429401544
12,English,Rohde,high,NP1,1,hates,sg,the cousin,the accountants,cousin,accountants,The man hates the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,The man hates the cousin of the accountants who,$SG,The man hates the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,0.115444830906467,0.322382806180236
12,English,Rohde,low,NP2,1,hates,sg,the cousins,the accountant,cousins,accountant,The man hates the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,The man hates the cousins of the accountant who,$SG,The man hates the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,0.92969931781733,0.172508463250951
12,English,Rohde,low,NP2,1,hates,pl,the cousin,the accountants,cousin,accountants,The man hates the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,The man hates the cousin of the accountants who,$PL,The man hates the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,0.87386078534563,0.655205254812554
12,English,Rohde,high,NP1,1,hates,pl,the cousins,the accountant,cousins,accountant,The man hates the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,The man hates the cousins of the accountant who,$PL,The man hates the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,0.064442562886684,0.803766078591274
12,English,Rohde,high,NP1,0,carpools,sg,with the cousin,the accountants,cousin,accountants,The man carpools with the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,The man carpools with the cousin of the accountants who,$SG,The man carpools with the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,0.108116010824706,0.639407363754515
12,English,Rohde,low,NP2,0,carpools,sg,with the cousins,the accountant,cousins,accountant,The man carpools with the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,The man carpools with the cousins of the accountant who,$SG,The man carpools with the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,0.619364096283768,0.178607256617912
12,English,Rohde,low,NP2,0,carpools,pl,with the cousin,the accountants,cousin,accountants,The man carpools with the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,The man carpools with the cousin of the accountants who,$PL,The man carpools with the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,0.881800615925647,0.314795445487642
12,English,Rohde,high,NP1,0,carpools,pl,with the cousins,the accountant,cousins,accountant,The man carpools with the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,The man carpools with the cousins of the accountant who,$PL,The man carpools with the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,0.371511316186529,0.801511278785798
13,English,Rohde,high,NP1,1,blamed,sg,the niece,the florists,niece,florists,The woman blamed the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,The woman blamed the niece of the florists who,$SG,The woman blamed the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,3.03736173859761E-05,0.000127735926388
13,English,Rohde,low,NP2,1,blamed,sg,the nieces,the florist,nieces,florist,The woman blamed the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,The woman blamed the nieces of the florist who,$SG,The woman blamed the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,6.00880918708011E-05,0.000109506550527
13,English,Rohde,low,NP2,1,blamed,pl,the niece,the florists,niece,florists,The woman blamed the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,The woman blamed the niece of the florists who,$PL,The woman blamed the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,0.000680520670766,0.000480037495215
13,English,Rohde,high,NP1,1,blamed,pl,the nieces,the florist,nieces,florist,The woman blamed the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,The woman blamed the nieces of the florist who,$PL,The woman blamed the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,0.000531477814034,0.000732060701328
13,English,Rohde,high,NP1,0,waited,sg,with the niece,the florists,niece,florists,The woman waited with the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,The woman waited with the niece of the florists who,$SG,The woman waited with the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,1.9582203518212E-05,0.000146877252215
13,English,Rohde,low,NP2,0,waited,sg,with the nieces,the florist,nieces,florist,The woman waited with the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,The woman waited with the nieces of the florist who,$SG,The woman waited with the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,9.74051525245642E-05,0.000624381918798
13,English,Rohde,low,NP2,0,waited,pl,with the niece,the florists,niece,florists,The woman waited with the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,The woman waited with the niece of the florists who,$PL,The woman waited with the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,0.000908884698448,0.000733156569576
13,English,Rohde,high,NP1,0,waited,pl,with the nieces,the florist,nieces,florist,The woman waited with the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,The woman waited with the nieces of the florist who,$PL,The woman waited with the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,0.000449064489494,0.000436812674269
14,English,Rohde,high,NP1,1,helped,sg,the brother,the athletes,brother,athletes,The man helped the brother of the athletes who MASKTOKEN perpetually failing math class.,The man helped the brother of the athletes who,$SG,The man helped the brother of the athletes who MASKTOKEN perpetually failing math class.,0.021044357745818,0.20374528584942
14,English,Rohde,low,NP2,1,helped,sg,the brothers,the athlete,brothers,athlete,The man helped the brothers of the athlete who MASKTOKEN perpetually failing math class.,The man helped the brothers of the athlete who,$SG,The man helped the brothers of the athlete who MASKTOKEN perpetually failing math class.,0.991298432441643,0.946923256998067
14,English,Rohde,low,NP2,1,helped,pl,the brother,the athletes,brother,athletes,The man helped the brother of the athletes who MASKTOKEN perpetually failing math class.,The man helped the brother of the athletes who,$PL,The man helped the brother of the athletes who MASKTOKEN perpetually failing math class.,0.971599401685056,0.779238398911758
14,English,Rohde,high,NP1,1,helped,pl,the brothers,the athlete,brothers,athlete,The man helped the brothers of the athlete who MASKTOKEN perpetually failing math class.,The man helped the brothers of the athlete who,$PL,The man helped the brothers of the athlete who MASKTOKEN perpetually failing math class.,0.002782090740464,0.029502811063883
14,English,Rohde,high,NP1,0,ran,sg,into the brother,the athletes,brother,athletes,The man ran into the brother of the athletes who MASKTOKEN perpetually failing math class.,The man ran into the brother of the athletes who,$SG,The man ran into the brother of the athletes who MASKTOKEN perpetually failing math class.,0.021932281996265,0.058367488176353
14,English,Rohde,low,NP2,0,ran,sg,into the brothers,the athlete,brothers,athlete,The man ran into the brothers of the athlete who MASKTOKEN perpetually failing math class.,The man ran into the brothers of the athlete who,$SG,The man ran into the brothers of the athlete who MASKTOKEN perpetually failing math class.,0.997478115096286,0.946401911158071
14,English,Rohde,low,NP2,0,ran,pl,into the brother,the athletes,brother,athletes,The man ran into the brother of the athletes who MASKTOKEN perpetually failing math class.,The man ran into the brother of the athletes who,$PL,The man ran into the brother of the athletes who MASKTOKEN perpetually failing math class.,0.975155389518853,0.92199309590751
14,English,Rohde,high,NP1,0,ran,pl,into the brothers,the athlete,brothers,athlete,The man ran into the brothers of the athlete who MASKTOKEN perpetually failing math class.,The man ran into the brothers of the athlete who,$PL,The man ran into the brothers of the athlete who MASKTOKEN perpetually failing math class.,0.000724257027289,0.014931751282187
15,English,Rohde,high,NP1,1,reproached,sg,the doctors,the supermodels,doctors,supermodels,The woman reproached the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,The woman reproached the doctors of the supermodels who,$SG,The woman reproached the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,0.007059383719325,0.010893833322792
15,English,Rohde,low,NP2,1,reproached,sg,the doctors,the supermodel,doctors,supermodel,The woman reproached the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,The woman reproached the doctors of the supermodel who,$SG,The woman reproached the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,0.574939347173377,0.041410708282977
15,English,Rohde,low,NP2,1,reproached,pl,the doctors,the supermodels,doctors,supermodels,The woman reproached the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,The woman reproached the doctors of the supermodels who,$PL,The woman reproached the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,0.961937754353873,0.796050706065885
15,English,Rohde,high,NP1,1,reproached,pl,the doctors,the supermodel,doctors,supermodel,The woman reproached the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,The woman reproached the doctors of the supermodel who,$PL,The woman reproached the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,0.368430051271586,0.766770338077849
15,English,Rohde,high,NP1,0,worked,sg,with the doctors,the supermodels,doctors,supermodels,The woman worked with the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,The woman worked with the doctors of the supermodels who,$SG,The woman worked with the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,0.009572401385828,0.010873787348345
15,English,Rohde,low,NP2,0,worked,sg,with the doctors,the supermodel,doctors,supermodel,The woman worked with the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,The woman worked with the doctors of the supermodel who,$SG,The woman worked with the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,0.064923336227913,0.046482960903538
15,English,Rohde,low,NP2,0,worked,pl,with the doctors,the supermodels,doctors,supermodels,The woman worked with the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,The woman worked with the doctors of the supermodels who,$PL,The woman worked with the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,0.976046679893655,0.927315109945476
15,English,Rohde,high,NP1,0,worked,pl,with the doctors,the supermodel,doctors,supermodel,The woman worked with the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,The woman worked with the doctors of the supermodel who,$PL,The woman worked with the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,0.916877775624162,0.881948329436423
16,English,Rohde,high,NP1,1,pacified,sg,the associate,the businessmen,associate,businessmen,The man pacified the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,The man pacified the associate of the businessmen who,$SG,The man pacified the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,0.004920658581717,0.013217365733544
16,English,Rohde,low,NP2,1,pacified,sg,the associates,the businessman,associates,businessman,The man pacified the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,The man pacified the associates of the businessman who,$SG,The man pacified the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,0.652934762276354,0.670709966894648
16,English,Rohde,low,NP2,1,pacified,pl,the associate,the businessmen,associate,businessmen,The man pacified the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,The man pacified the associate of the businessmen who,$PL,The man pacified the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,0.973223044168673,0.97115830466315
16,English,Rohde,high,NP1,1,pacified,pl,the associates,the businessman,associates,businessman,The man pacified the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,The man pacified the associates of the businessman who,$PL,The man pacified the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,0.318293862010579,0.311697848843988
16,English,Rohde,high,NP1,0,visited,sg,the associate,the businessmen,associate,businessmen,The man visited the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,The man visited the associate of the businessmen who,$SG,The man visited the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,0.006896709982805,0.110721092780911
16,English,Rohde,low,NP2,0,visited,sg,the associates,the businessman,associates,businessman,The man visited the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,The man visited the associates of the businessman who,$SG,The man visited the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,0.805650830627121,0.821116925354008
16,English,Rohde,low,NP2,0,visited,pl,the associate,the businessmen,associate,businessmen,The man visited the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,The man visited the associate of the businessmen who,$PL,The man visited the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,0.9788575326587,0.870121397436412
16,English,Rohde,high,NP1,0,visited,pl,the associates,the businessman,associates,businessman,The man visited the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,The man visited the associates of the businessman who,$PL,The man visited the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,0.175174268192075,0.163973902057489
17,English,Rohde,high,NP1,1,detests,sg,the child,the musicians,child,musicians,The woman detests the child of the musicians who MASKTOKEN generally arrogant and rude.,The woman detests the child of the musicians who,$SG,The woman detests the child of the musicians who MASKTOKEN generally arrogant and rude.,0.329392390273023,0.501201031981131
17,English,Rohde,low,NP2,1,detests,sg,the children,the musician,children,musician,The woman detests the children of the musician who MASKTOKEN generally arrogant and rude.,The woman detests the children of the musician who,$SG,The woman detests the children of the musician who MASKTOKEN generally arrogant and rude.,0.014908688985419,0.361408529565587
17,English,Rohde,low,NP2,1,detests,pl,the child,the musicians,child,musicians,The woman detests the child of the musicians who MASKTOKEN generally arrogant and rude.,The woman detests the child of the musicians who,$PL,The woman detests the child of the musicians who MASKTOKEN generally arrogant and rude.,0.667067962027381,0.49552804061674
17,English,Rohde,high,NP1,1,detests,pl,the children,the musician,children,musician,The woman detests the children of the musician who MASKTOKEN generally arrogant and rude.,The woman detests the children of the musician who,$PL,The woman detests the children of the musician who MASKTOKEN generally arrogant and rude.,0.983260417102741,0.636009684629599
17,English,Rohde,high,NP1,0,babysits,sg,the child,the musicians,child,musicians,The woman babysits the child of the musicians who MASKTOKEN generally arrogant and rude.,The woman babysits the child of the musicians who,$SG,The woman babysits the child of the musicians who MASKTOKEN generally arrogant and rude.,0.370924344696229,0.15632189447222
17,English,Rohde,low,NP2,0,babysits,sg,the children,the musician,children,musician,The woman babysits the children of the musician who MASKTOKEN generally arrogant and rude.,The woman babysits the children of the musician who,$SG,The woman babysits the children of the musician who MASKTOKEN generally arrogant and rude.,0.039745634917399,0.980645182903302
17,English,Rohde,low,NP2,0,babysits,pl,the child,the musicians,child,musicians,The woman babysits the child of the musicians who MASKTOKEN generally arrogant and rude.,The woman babysits the child of the musicians who,$PL,The woman babysits the child of the musicians who MASKTOKEN generally arrogant and rude.,0.626390373029545,0.841167062805235
17,English,Rohde,high,NP1,0,babysits,pl,the children,the musician,children,musician,The woman babysits the children of the musician who MASKTOKEN generally arrogant and rude.,The woman babysits the children of the musician who,$PL,The woman babysits the children of the musician who MASKTOKEN generally arrogant and rude.,0.958860926557717,0.014599134711452
18,English,Rohde,high,NP1,1,thanked,sg,the servant,the dictators,servant,dictators,The man thanked the servant of the dictators who MASKTOKEN lately been helping the poor.,The man thanked the servant of the dictators who,$SG,The man thanked the servant of the dictators who MASKTOKEN lately been helping the poor.,0.000155630683527,0.008754732148943
18,English,Rohde,low,NP2,1,thanked,sg,the servants,the dictator,servants,dictator,The man thanked the servants of the dictator who MASKTOKEN lately been helping the poor.,The man thanked the servants of the dictator who,$SG,The man thanked the servants of the dictator who MASKTOKEN lately been helping the poor.,6.98916265529787E-05,0.001891003764805
18,English,Rohde,low,NP2,1,thanked,pl,the servant,the dictators,servant,dictators,The man thanked the servant of the dictators who MASKTOKEN lately been helping the poor.,The man thanked the servant of the dictators who,$PL,The man thanked the servant of the dictators who MASKTOKEN lately been helping the poor.,0.001176192656796,0.004176995686072
18,English,Rohde,high,NP1,1,thanked,pl,the servants,the dictator,servants,dictator,The man thanked the servants of the dictator who MASKTOKEN lately been helping the poor.,The man thanked the servants of the dictator who,$PL,The man thanked the servants of the dictator who MASKTOKEN lately been helping the poor.,0.001375530080316,0.007736766010356
18,English,Rohde,high,NP1,0,talked,sg,to the servant,the dictators,servant,dictators,The man talked to the servant of the dictators who MASKTOKEN lately been helping the poor.,The man talked to the servant of the dictators who,$SG,The man talked to the servant of the dictators who MASKTOKEN lately been helping the poor.,0.000841118745974,0.006808078897051
18,English,Rohde,low,NP2,0,talked,sg,to the servants,the dictator,servants,dictator,The man talked to the servants of the dictator who MASKTOKEN lately been helping the poor.,The man talked to the servants of the dictator who,$SG,The man talked to the servants of the dictator who MASKTOKEN lately been helping the poor.,7.91496319278995E-05,0.001218796034279
18,English,Rohde,low,NP2,0,talked,pl,to the servant,the dictators,servant,dictators,The man talked to the servant of the dictators who MASKTOKEN lately been helping the poor.,The man talked to the servant of the dictators who,$PL,The man talked to the servant of the dictators who MASKTOKEN lately been helping the poor.,0.000530247463581,0.000548162526616
18,English,Rohde,high,NP1,0,talked,pl,to the servants,the dictator,servants,dictator,The man talked to the servants of the dictator who MASKTOKEN lately been helping the poor.,The man talked to the servants of the dictator who,$PL,The man talked to the servants of the dictator who MASKTOKEN lately been helping the poor.,0.001828901983013,0.005319072736396
19,English,Rohde,high,NP1,1,congratulated,sg,the bodyguard,the celebrities,bodyguard,celebrities,The woman congratulated the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,The woman congratulated the bodyguard of the celebrities who,$SG,The woman congratulated the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,0.033108413435517,0.344446301655063
19,English,Rohde,low,NP2,1,congratulated,sg,the bodyguards,the celebrity,bodyguards,celebrity,The woman congratulated the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,The woman congratulated the bodyguards of the celebrity who,$SG,The woman congratulated the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,0.592655279461188,0.416928884214907
19,English,Rohde,low,NP2,1,congratulated,pl,the bodyguard,the celebrities,bodyguard,celebrities,The woman congratulated the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,The woman congratulated the bodyguard of the celebrities who,$PL,The woman congratulated the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,0.964153684727917,0.64993178337405
19,English,Rohde,high,NP1,1,congratulated,pl,the bodyguards,the celebrity,bodyguards,celebrity,The woman congratulated the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,The woman congratulated the bodyguards of the celebrity who,$PL,The woman congratulated the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,0.404327567373583,0.576764903617013
19,English,Rohde,high,NP1,0,chatted,sg,with the bodyguard,the celebrities,bodyguard,celebrities,The woman chatted with the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,The woman chatted with the bodyguard of the celebrities who,$SG,The woman chatted with the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,0.161971963844567,0.173493743729149
19,English,Rohde,low,NP2,0,chatted,sg,with the bodyguards,the celebrity,bodyguards,celebrity,The woman chatted with the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,The woman chatted with the bodyguards of the celebrity who,$SG,The woman chatted with the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,0.328453403081171,0.376820529730209
19,English,Rohde,low,NP2,0,chatted,pl,with the bodyguard,the celebrities,bodyguard,celebrities,The woman chatted with the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,The woman chatted with the bodyguard of the celebrities who,$PL,The woman chatted with the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,0.836086576265168,0.820259531485489
19,English,Rohde,high,NP1,0,chatted,pl,with the bodyguards,the celebrity,bodyguards,celebrity,The woman chatted with the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,The woman chatted with the bodyguards of the celebrity who,$PL,The woman chatted with the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,0.669554441990104,0.616559510891853
20,English,Rohde,high,NP1,1,mocked,sg,the fan,the singers,fan,singers,The man mocked the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,The man mocked the fan of the singers who,$SG,The man mocked the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,0.027529307030759,0.636204862449558
20,English,Rohde,low,NP2,1,mocked,sg,the fans,the singer,fans,singer,The man mocked the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,The man mocked the fans of the singer who,$SG,The man mocked the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,0.042689681542852,0.15819406775801
20,English,Rohde,low,NP2,1,mocked,pl,the fan,the singers,fan,singers,The man mocked the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,The man mocked the fan of the singers who,$PL,The man mocked the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,0.965544188298386,0.354071206388848
20,English,Rohde,high,NP1,1,mocked,pl,the fans,the singer,fans,singer,The man mocked the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,The man mocked the fans of the singer who,$PL,The man mocked the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,0.947312938420032,0.835414739904299
20,English,Rohde,high,NP1,0,counted,sg,the fan,the singers,fan,singers,The man counted the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,The man counted the fan of the singers who,$SG,The man counted the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,0.011918264531792,0.45130666823466
20,English,Rohde,low,NP2,0,counted,sg,the fans,the singer,fans,singer,The man counted the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,The man counted the fans of the singer who,$SG,The man counted the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,0.01605940938862,0.118982871888294
20,English,Rohde,low,NP2,0,counted,pl,the fan,the singers,fan,singers,The man counted the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,The man counted the fan of the singers who,$PL,The man counted the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,0.98205608499297,0.535454653001652
20,English,Rohde,high,NP1,0,counted,pl,the fans,the singer,fans,singer,The man counted the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,The man counted the fans of the singer who,$PL,The man counted the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,0.975569442417523,0.866233024852902
