idx,sing,plur,freq
_,resells,resell,_
_,resembles,resemble,_
_,resents,resent,_
_,reserves,reserve,_
_,resets,reset,_
_,reshapes,reshape,_
_,reshuffles,reshuffle,_
_,resides,reside,_
_,resigns,resign,_
_,resists,resist,_
_,resolves,resolve,_
_,resorts,resort,_
_,respects,respect,_
_,responds,respond,_
_,restarts,restart,_
_,restates,restate,_
_,restores,restore,_
_,restrains,restrain,_
_,restricts,restrict,_
_,restructures,restructure,_
_,rests,rest,_
_,results,result,_
_,resumes,resume,_
_,resurfaces,resurface,_
_,resurrects,resurrect,_
_,retails,retail,_
_,retains,retain,_
_,retakes,retake,_
_,retaliates,retaliate,_
_,reteaches,reteach,_
_,retells,retell,_
_,rethinks,rethink,_
_,retires,retire,_
_,retorts,retort,_
_,retraces,retrace,_
_,retracts,retract,_
_,retreats,retreat,_
_,retries,retry,_
_,retrieves,retrieve,_
_,retrofits,retrofit,_
_,returns,return,_
_,reunites,reunite,_
_,reuses,reuse,_
_,revamps,revamp,_
_,reveals,reveal,_
_,revels,revel,_
_,reverberates,reverberate,_
_,reveres,revere,_
_,reverses,reverse,_
_,reverts,revert,_
_,reviews,review,_
_,reviles,revile,_
_,revises,revise,_
_,revisits,revisit,_
_,revives,revive,_
_,revokes,revoke,_
_,revolts,revolt,_
_,revolutionizes,revolutionize,_
_,revolves,revolve,_
_,revs,rev,_
_,rewards,reward,_
_,reworks,rework,_
_,rewrites,rewrite,_
_,rhymes,rhyme,_
_,ribs,rib,_
_,riddles,riddle,_
_,rides,ride,_
_,ridicules,ridicule,_
_,rids,rid,_
_,rights,right,_
_,rigs,rig,_
_,rings,ring,_
_,rinses,rinse,_
_,ripples,ripple,_
_,rips,rip,_
_,rises,rise,_
_,risks,risk,_
_,rivals,rival,_
_,rivets,rivet,_
_,roams,roam,_
_,roars,roar,_
_,roasts,roast,_
_,robs,rob,_
_,rockets,rocket,_
_,rocks,rock,_
_,roils,roil,_
_,rolls,roll,_
_,romps,romp,_
_,roosts,roost,_
_,roots,root,_
_,ropes,rope,_
_,rotates,rotate,_
_,rots,rot,_
_,rounds,round,_
_,rouses,rouse,_
_,routes,route,_
_,rows,row,_
_,rubber-stamps,rubber-stamp,_
_,rubs,rub,_
_,ruffles,ruffle,_
_,ruins,ruin,_
_,rules,rule,_
_,rumbles,rumble,_
_,rummages,rummage,_
_,rumples,rumple,_
_,runs,run,_
_,ruptures,rupture,_
_,rushes,rush,_
_,rustles,rustle,_
_,rusts,rust,_
_,sabotages,sabotage,_
_,sacks,sack,_
_,sacrifices,sacrifice,_
_,saddens,sadden,_
_,saddles,saddle,_
_,safeguards,safeguard,_
_,safeties,safety,_
_,sags,sag,_
_,sails,sail,_
_,salts,salt,_
_,salutes,salute,_
_,salvages,salvage,_
_,samples,sample,_
_,sanctions,sanction,_
_,sandwiches,sandwich,_
_,saps,sap,_
_,sasses,sass,_
_,satisfies,satisfy,_
_,saturates,saturate,_
_,saunters,saunter,_
_,saves,save,_
_,savors,savor,_
_,saws,saw,_
_,says,say,_
_,scalds,scald,_
_,scales,scale,_
_,scampers,scamper,_
_,scans,scan,_
_,scapes,scape,_
_,scares,scare,_
_,scars,scar,_
_,scatters,scatter,_
_,scavenges,scavenge,_
_,scents,scent,_
_,schedules,schedule,_
_,schools,school,_
_,scoffs,scoff,_
_,scolds,scold,_
_,scoops,scoop,_
_,scorches,scorch,_
_,scores,score,_
_,scorns,scorn,_
_,scours,scour,_
_,scouts,scout,_
_,scowls,scowl,_
_,scrambles,scramble,_
_,scrapes,scrape,_
_,scraps,scrap,_
_,scratches,scratch,_
_,scrawls,scrawl,_
_,screams,scream,_
_,screeches,screech,_
_,screens,screen,_
_,screws,screw,_
_,scribbles,scribble,_
_,scrolls,scroll,_
_,scrubs,scrub,_
_,scrutinizes,scrutinize,_
_,sculpts,sculpt,_
_,scurries,scurry,_
_,scuttles,scuttle,_
_,seals,seal,_
_,searches,search,_
_,seasons,season,_
_,seats,seat,_
_,secludes,seclude,_
_,secretes,secrete,_
_,secures,secure,_
_,seduces,seduce,_
_,seeds,seed,_
_,seeks,seek,_
_,seems,seem,_
_,seeps,seep,_
_,sees,see,_
_,seethes,seethe,_
_,segments,segment,_
_,segregates,segregate,_
_,seizes,seize,_
_,selects,select,_
_,self-reinsures,self-reinsure,_
_,sells,sell,_
_,sends,send,_
_,senses,sense,_
_,sensitizes,sensitize,_
_,sentences,sentence,_
_,separates,separate,_
_,sequences,sequence,_
_,sequesters,sequester,_
_,serves,serve,_
_,services,service,_
_,sets,set,_
_,settles,settle,_
_,severs,sever,_
_,sews,sew,_
_,shades,shade,_
_,shadows,shadow,_
_,shakes,shake,_
_,shames,shame,_
_,shapes,shape,_
_,shares,share,_
_,sharpens,sharpen,_
_,shatters,shatter,_
_,shaves,shave,_
_,shears,shear,_
_,sheaths,sheath,_
_,sheds,shed,_
_,shells,shell,_
_,shelters,shelter,_
_,shelves,shelve,_
_,shepherds,shepherd,_
_,shields,shield,_
_,shies,shy,_
_,shifts,shift,_
_,shimmers,shimmer,_
_,shines,shine,_
_,ships,ship,_
_,shirks,shirk,_
_,shivers,shiver,_
_,shocks,shock,_
_,shoe-horns,shoe-horn,_
_,shoots,shoot,_
_,shops,shop,_
_,shores,shore,_
_,shorns,shorn,_
_,shortens,shorten,_
_,shorts,short,_
_,shoulders,shoulder,_
_,shouts,shout,_
_,shoves,shove,_
_,showers,shower,_
_,shows,show,_
_,shreds,shred,_
_,shrieks,shriek,_
_,shrinks,shrink,_
_,shrivels,shrivel,_
_,shrouds,shroud,_
_,shrugs,shrug,_
_,shudders,shudder,_
_,shuffles,shuffle,_
_,shuns,shun,_
_,shunts,shunt,_
_,shuts,shut,_
_,shutters,shutter,_
_,sickens,sicken,_
_,sidelines,sideline,_
_,sides,side,_
_,sidetracks,sidetrack,_
_,sidles,sidle,_
_,sifts,sift,_
_,sighs,sigh,_
_,sights,sight,_
_,signals,signal,_
_,signifies,signify,_
_,signs,sign,_
_,silences,silence,_
_,silhouettes,silhouette,_
_,simplifies,simplify,_
_,simulates,simulate,_
_,singes,singe,_
_,singles,single,_
_,sings,sing,_
_,sinks,sink,_
_,sips,sip,_
_,sires,sire,_
_,sits,sit,_
_,situates,situate,_
_,sizes,size,_
_,sketches,sketch,_
_,skews,skew,_
_,skids,skid,_
_,skims,skim,_
_,skins,skin,_
_,skippers,skipper,_
_,skips,skip,_
_,skirts,skirt,_
_,skis,ski,_
_,slackens,slacken,_
_,slacks,slack,_
_,slam-dunks,slam-dunk,_
_,slams,slam,_
_,slants,slant,_
_,slaps,slap,_
_,slashes,slash,_
_,slates,slate,_
_,slaughters,slaughter,_
_,slays,slay,_
_,sleeps,sleep,_
_,slices,slice,_
_,slides,slide,_
_,slings,sling,_
_,slinks,slink,_
_,slips,slip,_
_,slithers,slither,_
_,slits,slit,_
_,slogs,slog,_
_,slopes,slope,_
_,slouches,slouch,_
_,slows,slow,_
_,slugs,slug,_
_,slumps,slump,_
_,slurs,slur,_
_,smacks,smack,_
_,smashes,smash,_
_,smears,smear,_
_,smells,smell,_
_,smiles,smile,_
_,smirks,smirk,_
_,smokes,smoke,_
_,smooths,smooth,_
_,smothers,smother,_
_,smudges,smudge,_
_,smuggles,smuggle,_
_,snakes,snake,_
_,snaps,snap,_
_,snares,snare,_
_,snarls,snarl,_
_,snatches,snatch,_
_,sneaks,sneak,_
_,sneers,sneer,_
_,sneezes,sneeze,_
_,snickers,snicker,_
_,sniffs,sniff,_
_,snoops,snoop,_
_,snores,snore,_
_,snorts,snort,_
_,snows,snow,_
_,snubs,snub,_
_,snuffs,snuff,_
_,snuggles,snuggle,_
_,soaks,soak,_
_,soars,soar,_
_,sobs,sob,_
_,socializes,socialize,_
_,socks,sock,_
_,softens,soften,_
_,soils,soil,_
_,solicits,solicit,_
_,solidifies,solidify,_
_,solves,solve,_
_,soothes,soothe,_
_,sooths,sooth,_
_,sorts,sort,_
_,sounds,sound,_
_,sours,sour,_
_,sows,sow,_
_,spaces,space,_
_,spans,span,_
_,spares,spare,_
_,sparkles,sparkle,_
_,sparks,spark,_
_,spatters,spatter,_
_,spawns,spawn,_
_,speaks,speak,_
_,spearheads,spearhead,_
_,spears,spear,_
_,specializes,specialize,_
_,specifies,specify,_
_,speckles,speckle,_
_,speculates,speculate,_
_,speeds,speed,_
_,spells,spell,_
_,spends,spend,_
_,spices,spice,_
_,spies,spy,_
_,spikes,spike,_
_,spills,spill,_
_,spins,spin,_
_,spirals,spiral,_
_,spirits,spirit,_
_,spites,spite,_
_,spits,spit,_
_,splashes,splash,_
_,splatters,splatter,_
_,splices,splice,_
_,splinters,splinter,_
_,splits,split,_
_,splutters,splutter,_
_,spoils,spoil,_
_,sponsors,sponsor,_
_,spoons,spoon,_
_,sports,sport,_
_,spotlights,spotlight,_
_,spots,spot,_
_,sprawls,sprawl,_
_,sprays,spray,_
_,spreads,spread,_
_,springs,spring,_
_,sprinkles,sprinkle,_
_,sprints,sprint,_
_,sprouts,sprout,_
_,spruces,spruce,_
_,spurns,spurn,_
_,spurs,spur,_
_,spurts,spurt,_
_,squanders,squander,_
_,squares,square,_
_,squashes,squash,_
_,squats,squat,_
_,squeaks,squeak,_
_,squeals,squeal,_
_,squeezes,squeeze,_
_,squints,squint,_
_,squirms,squirm,_
_,squirts,squirt,_
_,stabilizes,stabilize,_
_,stables,stable,_
_,stabs,stab,_
_,stacks,stack,_
_,staffs,staff,_
_,stages,stage,_
_,staggers,stagger,_
_,stains,stain,_
_,stakes,stake,_
_,stalks,stalk,_
_,stalls,stall,_
_,stammers,stammer,_
_,stampedes,stampede,_
_,stamps,stamp,_
_,stanches,stanch,_
_,standardizes,standardize,_
_,stands,stand,_
_,stares,stare,_
_,stars,star,_
_,startles,startle,_
_,starts,start,_
_,starves,starve,_
_,stashes,stash,_
_,states,state,_
_,stations,station,_
_,staunches,staunch,_
_,staves,stave,_
_,stays,stay,_
_,steadies,steady,_
_,steals,steal,_
_,steams,steam,_
_,steers,steer,_
_,stems,stem,_
_,steps,step,_
_,stereotypes,stereotype,_
_,sterilizes,sterilize,_
_,sticks,stick,_
_,stiffens,stiffen,_
_,stifles,stifle,_
_,stimulates,stimulate,_
_,stings,sting,_
_,stinks,stink,_
_,stipulates,stipulate,_
_,stirs,stir,_
_,stitches,stitch,_
_,stockpiles,stockpile,_
_,stocks,stock,_
_,stomaches,stomach,_
_,stomps,stomp,_
_,stones,stone,_
_,stoops,stoop,_
_,stops,stop,_
_,stores,store,_
_,storms,storm,_
_,stows,stow,_
_,straddles,straddle,_
_,strafes,strafe,_
_,straightens,straighten,_
_,strains,strain,_
_,strands,strand,_
_,strangles,strangle,_
_,straps,strap,_
_,strategizes,strategize,_
_,stratifies,stratify,_
_,strays,stray,_
_,streaks,streak,_
_,streamlines,streamline,_
_,streams,stream,_
_,streetspeaks,streetspeak,_
_,strengthens,strengthen,_
_,stresses,stress,_
_,stretches,stretch,_
_,strides,stride,_
_,strikes,strike,_
_,strings,string,_
_,strips,strip,_
_,strives,strive,_
_,strokes,stroke,_
_,strolls,stroll,_
_,structures,structure,_
_,struggles,struggle,_
_,struts,strut,_
_,stubs,stub,_
_,studies,study,_
_,stuffs,stuff,_
_,stumbles,stumble,_
_,stumps,stump,_
_,stuns,stun,_
_,stunts,stunt,_
_,stutters,stutter,_
_,styles,style,_
_,stylizes,stylize,_
_,subcontracts,subcontract,_
_,subdivides,subdivide,_
_,subdues,subdue,_
_,subjects,subject,_
_,sublets,sublet,_
_,submerges,submerge,_
_,submits,submit,_
_,subordinates,subordinate,_
_,subpoenas,subpoena,_
_,subscribes,subscribe,_
_,subsides,subside,_
_,subsidizes,subsidize,_
_,substantiates,substantiate,_
_,substitutes,substitute,_
_,subsumes,subsume,_
_,subtracts,subtract,_
_,subverts,subvert,_
_,succeeds,succeed,_
_,succumbs,succumb,_
_,sucks,suck,_
_,sues,sue,_
_,suffers,suffer,_
_,suffices,suffice,_
_,suffocates,suffocate,_
_,suggests,suggest,_
_,suits,suit,_
_,summarizes,summarize,_
_,summons,summon,_
_,sums,sum,_
_,superimposes,superimpose,_
_,supersedes,supersede,_
_,supervises,supervise,_
_,supplants,supplant,_
_,supplements,supplement,_
_,supplies,supply,_
_,supports,support,_
_,supposes,suppose,_
_,suppresses,suppress,_
_,surfaces,surface,_
_,surges,surge,_
_,surmises,surmise,_
_,surmounts,surmount,_
_,surpasses,surpass,_
_,surprises,surprise,_
_,surrenders,surrender,_
_,surrounds,surround,_
_,surveys,survey,_
_,survives,survive,_
_,suspects,suspect,_
_,suspends,suspend,_
_,sustains,sustain,_
_,swaggers,swagger,_
_,swallows,swallow,_
_,swamps,swamp,_
_,swaps,swap,_
_,swarms,swarm,_
_,sways,sway,_
_,swears,swear,_
_,sweats,sweat,_
_,sweeps,sweep,_
_,sweetens,sweeten,_
_,swells,swell,_
_,swerves,swerve,_
_,swims,swim,_
_,swings,swing,_
_,swirls,swirl,_
_,switches,switch,_
_,swivels,swivel,_
_,swoops,swoop,_
_,symbolizes,symbolize,_
_,sympathizes,sympathize,_
_,synthesizes,synthesize,_
_,systematizes,systematize,_
_,systemizes,systemize,_
_,tables,table,_
_,tabulates,tabulate,_
_,tackles,tackle,_
_,tacks,tack,_
_,tags,tag,_
_,tailors,tailor,_
_,tails,tail,_
_,taints,taint,_
_,takes,take,_
_,talks,talk,_
_,tames,tame,_
_,tampers,tamper,_
_,tandies,tandy,_
_,tangles,tangle,_
_,tans,tan,_
_,tapers,taper,_
_,tapes,tape,_
_,taps,tap,_
_,targets,target,_
_,tarnishes,tarnish,_
_,tastes,taste,_
_,tatters,tatter,_
_,taunts,taunt,_
_,taxes,tax,_
_,teaches,teach,_
_,teams,team,_
_,tears,tear,_
_,teases,tease,_
_,telephones,telephone,_
_,televises,televise,_
_,tells,tell,_
_,tempts,tempt,_
_,tenders,tender,_
_,tends,tend,_
_,tenses,tense,_
_,terminates,terminate,_
_,terms,term,_
_,terrifies,terrify,_
_,terrorizes,terrorize,_
_,test-drives,test-drive,_
_,testifies,testify,_
_,tests,test,_
_,tethers,tether,_
_,textures,texture,_
_,thanks,thank,_
_,thatches,thatch,_
_,thaws,thaw,_
_,theorizes,theorize,_
_,thes,the,_
_,thickens,thicken,_
_,thinks,think,_
_,thins,thin,_
_,thrashes,thrash,_
_,threads,thread,_
_,threatens,threaten,_
_,thrills,thrill,_
_,thrives,thrive,_
_,throbs,throb,_
_,throws,throw,_
_,thrusts,thrust,_
_,thuds,thud,_
_,thumbs,thumb,_
_,thumps,thump,_
_,thunders,thunder,_
_,thwarts,thwart,_
_,tickles,tickle,_
_,ticks,tick,_
_,ties,tie,_
_,tightens,tighten,_
_,tiles,tile,_
_,tills,till,_
_,tilts,tilt,_
_,times,time,_
_,tinges,tinge,_
_,tingles,tingle,_
_,tints,tint,_
_,tips,tip,_
_,tiptoes,tiptoe,_
_,tires,tire,_
_,titles,title,_
_,toasts,toast,_
_,toils,toil,_
_,tolerates,tolerate,_
_,tones,tone,_
_,topples,topple,_
_,tops,top,_
_,torments,torment,_
_,torpedoes,torpedo,_
_,tortures,torture,_
_,tosses,toss,_
_,totals,total,_
_,totters,totter,_
_,touches,touch,_
_,toughens,toughen,_
_,toughs,tough,_
_,tours,tour,_
_,touts,tout,_
_,towers,tower,_
_,tows,tow,_
_,toys,toy,_
_,traces,trace,_
_,tracks,track,_
_,trades,trade,_
_,traduces,traduce,_
_,trails,trail,_
_,trains,train,_
_,tramples,trample,_
_,tramps,tramp,_
_,transacts,transact,_
_,transcends,transcend,_
_,transcribes,transcribe,_
_,transfers,transfer,_
_,transfixes,transfix,_
_,transforms,transform,_
_,translates,translate,_
_,transmits,transmit,_
_,transmutes,transmute,_
_,transpires,transpire,_
_,transplants,transplant,_
_,transports,transport,_
_,transposes,transpose,_
_,traps,trap,_
_,trashes,trash,_
_,travels,travel,_
_,traverses,traverse,_
_,treads,tread,_
_,treasures,treasure,_
_,treats,treat,_
_,trembles,tremble,_
_,trends,trend,_
_,trickles,trickle,_
_,tricks,trick,_
_,tries,try,_
_,triggers,trigger,_
_,trims,trim,_
_,triples,triple,_
_,trips,trip,_
_,triumphs,triumph,_
_,trivializes,trivialize,_
_,trots,trot,_
_,troubles,trouble,_
_,troubleshoots,troubleshoot,_
_,trudges,trudge,_
_,truncates,truncate,_
_,trusses,truss,_
_,trusts,trust,_
_,tucks,tuck,_
_,tugs,tug,_
_,tumbles,tumble,_
_,tunes,tune,_
_,turns,turn,_
_,tutors,tutor,_
_,twinkles,twinkle,_
_,twirls,twirl,_
_,twists,twist,_
_,twitches,twitch,_
_,types,type,_
_,typifies,typify,_
_,unarms,unarm,_
_,unbalances,unbalance,_
_,unblocks,unblock,_
_,unbuttons,unbutton,_
_,uncovers,uncover,_
_,undercuts,undercut,_
_,underestimates,underestimate,_
_,undergoes,undergo,_
_,underlies,underlie,_
_,underlines,underline,_
_,undermines,undermine,_
_,underperforms,underperform,_
_,underpins,underpin,_
_,underscores,underscore,_
_,understands,understand,_
_,understates,understate,_
_,undertakes,undertake,_
_,undervalues,undervalue,_
_,underwrites,underwrite,_
_,undoes,undo,_
_,undresses,undress,_
_,undulates,undulate,_
_,unearths,unearth,_
_,unfastens,unfasten,_
_,unfolds,unfold,_
_,unfurls,unfurl,_
_,unifies,unify,_
_,unites,unite,_
_,unleashes,unleash,_
_,unloads,unload,_
_,unlocks,unlock,_
_,unmasks,unmask,_
_,unpacks,unpack,_
_,unplugs,unplug,_
_,unravels,unravel,_
_,unrolls,unroll,_
_,unties,untie,_
_,unveils,unveil,_
_,unwinds,unwind,_
_,unwraps,unwrap,_
_,unzips,unzip,_
_,updates,update,_
_,upgrades,upgrade,_
_,upholds,uphold,_
_,upholsters,upholster,_
_,uproots,uproot,_
_,ups,up,_
_,upsets,upset,_
_,upstages,upstage,_
_,urges,urge,_
_,uses,use,_
_,ushers,usher,_
_,usurps,usurp,_
_,utilizes,utilize,_
_,utters,utter,_
_,vacates,vacate,_
_,vaccinates,vaccinate,_
_,vacillates,vacillate,_
_,vacuums,vacuum,_
_,validates,validate,_
_,values,value,_
_,vandalizes,vandalize,_
_,vanishes,vanish,_
_,varies,vary,_
_,varnishes,varnish,_
_,vaults,vault,_
_,veers,veer,_
_,vegetates,vegetate,_
_,venerates,venerate,_
_,ventilates,ventilate,_
_,vents,vent,_
_,ventures,venture,_
_,verbalizes,verbalize,_
_,verifies,verify,_
_,vests,vest,_
_,vetoes,veto,_
_,vets,vet,_
_,vibrates,vibrate,_
_,victimizes,victimize,_
_,views,view,_
_,vindicates,vindicate,_
_,violates,violate,_
_,visits,visit,_
_,visualizes,visualize,_
_,vitiates,vitiate,_
_,voices,voice,_
_,voids,void,_
_,volunteers,volunteer,_
_,vomits,vomit,_
_,votes,vote,_
_,vows,vow,_
_,waddles,waddle,_
_,wades,wade,_
_,wads,wad,_
_,wages,wage,_
_,wags,wag,_
_,wails,wail,_
_,waits,wait,_
_,waives,waive,_
_,wakens,waken,_
_,wakes,wake,_
_,walks,walk,_
_,walls,wall,_
_,wanders,wander,_
_,wanes,wane,_
_,wants,want,_
_,wards,ward,_
_,warms,warm,_
_,warns,warn,_
_,warps,warp,_
_,warrants,warrant,_
_,was,were,_
_,washes,wash,_
_,wastes,waste,_
_,watches,watch,_
_,waterlogs,waterlog,_
_,waters,water,_
_,wavers,waver,_
_,waves,wave,_
_,waxes,wax,_
_,weakens,weaken,_
_,weans,wean,_
_,wears,wear,_
_,weathers,weather,_
_,weaves,weave,_
_,wedges,wedge,_
_,weds,wed,_
_,weeps,weep,_
_,weighs,weigh,_
_,weights,weight,_
_,welcomes,welcome,_
_,welds,weld,_
_,whacks,whack,_
_,wheels,wheel,_
_,whimpers,whimper,_
_,whines,whine,_
_,whips,whip,_
_,whirls,whirl,_
_,whisks,whisk,_
_,whispers,whisper,_
_,whistles,whistle,_
_,whitens,whiten,_
_,whitewashes,whitewash,_
_,whittles,whittle,_
_,widens,widen,_
_,wields,wield,_
_,wiggles,wiggle,_
_,wills,will,_
_,wimps,wimp,_
_,winces,wince,_
_,winds,wind,_
_,winks,wink,_
_,wins,win,_
_,wipes,wipe,_
_,wires,wire,_
_,wishes,wish,_
_,withdraws,withdraw,_
_,withers,wither,_
_,withholds,withhold,_
_,withstands,withstand,_
_,witnesses,witness,_
_,wobbles,wobble,_
_,wonders,wonder,_
_,wooes,woo,_
_,words,word,_
_,works,work,_
_,worries,worry,_
_,worsens,worsen,_
_,worships,worship,_
_,wounds,wound,_
_,wraps,wrap,_
_,wreaks,wreak,_
_,wrecks,wreck,_
_,wrenches,wrench,_
_,wrestles,wrestle,_
_,wrests,wrest,_
_,wriggles,wriggle,_
_,wrings,wring,_
_,wrinkles,wrinkle,_
_,writes,write,_
_,writhes,writhe,_
_,x-rays,x-ray,_
_,yaks,yak,_
_,yanks,yank,_
_,yawns,yawn,_
_,yearns,yearn,_
_,yells,yell,_
_,yelps,yelp,_
_,yields,yield,_
_,zaps,zap,_
_,zeroes,zero,_
_,zips,zip,_
_,zooms,zoom,_
